sadness
.9170855
-.6251712
-.4561003
-.3010137
-.823654
-.1344252
.2212432
.2874
-.0157893
1.262162
.4745363
1.054178
-.2421398
.6772376
-.8537524
.4037946
-.2657074
.6983714
.0490044
-.497658
.6628112
-.088732
1.982551
2.970473
2.28791
-.3207368
-1.255262
-.3496291
-1.240772
-1.139205
-.984552
.023721
.4171823
-.7538685
.3857536
1.712303
2.574163
.6861119
.5774238
-.0403952
.3053688
-1.257721
-.8203952
-.4413626
1.280651
-.4389135
.5222807
1.170128
1.37333
.3367872
-.8746743
-.8256317
-.5190762
-.6499158
-.6855182
-.792783
.3605928
