date,cat_financial_security
2011m1,1.135107
2011m2,.506856
2011m3,.0584347
2011m4,-.185657
2011m5,-.3400501
2011m6,.17418
2011m7,.9029284
2011m8,.701274
2011m9,-.1756095
2011m10,-.8128065
2011m11,-1.216575
2011m12,-.9757851
2012m1,-.1966121
2012m2,.1950465
2012m3,.1853226
2012m4,.0518507
2012m5,-.0125955
2012m6,.0542974
2012m7,-.0756881
2012m8,-.5219285
2012m9,-.9895428
2012m10,-1.122145
2012m11,-.8235833
2012m12,-.1203215
2013m1,.5790309
2013m2,.4411576
2013m3,.1601416
2013m4,-.1696414
2013m5,-.2895294
2013m6,-.0958271
2013m7,.1492595
2013m8,.0942767
2013m9,-.067366
2013m10,-.1050393
2013m11,-.3295979
2013m12,-.1802396
2014m1,.158959
2014m2,.0456244
2014m3,-.1136058
2014m4,-.1662293
2014m5,-.0156678
2014m6,.4041483
2014m7,.6142178
2014m8,.5403166
2014m9,.272002
2014m10,-.0375451
2014m11,-.3010115
2014m12,-.0310329
2015m1,.6439017
2015m2,.7995982
2015m3,.6742121
2015m4,.4725268
2015m5,.4367586
2015m6,.9891495
2015m7,1.174271
2015m8,.5883693
2015m9,-.477463
2015m10,-1.208019
2015m11,-1.509258
2015m12,-1.107918
2016m1,-.4869513
2016m2,-.216194
2016m3,.2518795
2016m4,1.021939
