region,date,islam
Limousin,2013m1,-.71847993
Limousin,2013m2,-.1692986
Limousin,2013m3,-.037180606
Limousin,2013m4,.0039688349
Limousin,2013m5,-.88982153
Limousin,2013m6,-.54542381
Limousin,2013m7,-.037803352
Limousin,2013m8,-.37408295
Limousin,2013m9,-.051189061
Limousin,2013m10,.19042453
Limousin,2013m11,-.82829303
Limousin,2013m12,.015729904
Limousin,2014m1,-.063608542
Limousin,2014m2,-.25529617
Limousin,2014m3,.058514416
Limousin,2014m4,-.093438223
Limousin,2014m5,.079894133
Limousin,2014m6,-.077908076
Limousin,2014m7,-.62082142
Limousin,2014m8,.6497097
Limousin,2014m9,-.4925198
Limousin,2014m10,.90685922
Limousin,2014m11,.03092215
Limousin,2014m12,-.22862075
Limousin,2015m1,.67585254
Limousin,2015m2,-.090869144
Limousin,2015m3,.65857857
Limousin,2015m4,-.52236223
Limousin,2015m5,-.28083417
Limousin,2015m6,.67577493
Limousin,2015m7,-.15626569
Limousin,2015m8,.99067867
Limousin,2015m9,.52312118
Limousin,2015m10,-.17943689
Limousin,2015m11,1.6064014
Limousin,2015m12,.042093195
Limousin,2016m1,.13286817
Limousin,2016m2,.16957782
Limousin,2016m3,-.84872484
Limousin,2016m4,-.8886407
Limousin,2016m5,-.66983193
Limousin,2016m6,-.24971427
Limousin,2016m7,.1657965
Limousin,2016m8,.57651144
Limousin,2016m9,-.06110438
Limousin,2016m10,-.12382964
Limousin,2016m11,.047415487
Limousin,2016m12,-.32587254
Limousin,2017m1,.043155305
Limousin,2017m2,.52644461
Limousin,2017m3,.57964009
