date,cat_job_growth
2011m1,.3990457
2011m2,.5793109
2011m3,.7349702
2011m4,.7560453
2011m5,.216708
2011m6,-.288819
2011m7,-.3171588
2011m8,-.2022274
2011m9,-.160245
2011m10,-.2065188
2011m11,-.1812615
2011m12,-.3449447
2012m1,-.5955606
2012m2,-.4978492
2012m3,-.1005292
2012m4,.0629937
2012m5,.024191
2012m6,-.2739118
2012m7,-.5887207
2012m8,-.7215966
2012m9,-.3644884
2012m10,-.1697069
2012m11,-.1534226
2012m12,-.4260011
2013m1,-.3816287
2013m2,-.1730066
2013m3,-.1543989
2013m4,-.3085869
2013m5,-.566413
2013m6,-.6945365
2013m7,-1.23752
2013m8,-1.757006
2013m9,-1.655013
2013m10,-1.301673
2013m11,-.9976054
2013m12,-.78733
2014m1,-.4382551
2014m2,.0670089
2014m3,.5148388
2014m4,.5426847
2014m5,.0362527
2014m6,-.5220394
2014m7,-.8682311
2014m8,-.858716
2014m9,-.3641421
2014m10,.2581476
2014m11,.5685175
2014m12,.2118446
2015m1,.2574188
2015m2,.5924813
2015m3,.9036472
2015m4,.858733
2015m5,.4835399
2015m6,.2245734
2015m7,.1635307
2015m8,.3393005
2015m9,.8079115
2015m10,.9106649
2015m11,.8909869
2015m12,.7424928
2016m1,.7110392
2016m2,1.038399
2016m3,1.794473
2016m4,2.967313
