sadness
1.189388
.9798035
-1.355296
.2049571
.2282405
-1.513672
-.5211071
.5263924
-.5092006
1.033817
.144424
1.46792
.1627373
.1379505
-1.494934
-.7561725
-.47834
-.9405153
-1.512682
-.8867525
-.4171632
.6525211
2.610427
3.99284
1.063881
-.8558429
-.0854763
.1421611
-.185872
-.7800077
.4983658
-.0864608
.9552402
-1.012112
.6024073
1.814741
.8811325
.2872877
.2288625
-.2667454
.3854877
-.9488792
.2508545
-.2711118
.9926522
-.5586115
.3514888
1.078193
.2802315
.7980504
-.6498181
-1.087625
-.3541846
-.7228595
.6806807
.4468832
1.161422
