date,swb_anger
2008m1,-1.432687
2008m2,-.9979845
2008m3,-.3316001
2008m4,.2592788
2008m5,.7265708
2008m6,1.090669
2008m7,.9233461
2008m8,.6088213
2008m9,-.0725463
2008m10,-.2589487
2008m11,.0909461
2008m12,.4387419
2009m1,.7083325
2009m2,.299527
2009m3,-.3032904
2009m4,-.1972547
2009m5,.5341357
2009m6,.8241128
2009m7,.730068
2009m8,.8708011
2009m9,1.038362
2009m10,1.054886
2009m11,.5892342
2009m12,.2091966
2010m1,-.2005057
2010m2,-.3028032
2010m3,-.2971758
2010m4,-.3650552
2010m5,-.217006
2010m6,-.0118642
2010m7,.1520673
2010m8,.1367774
2010m9,.0782028
2010m10,.048551
2010m11,.0363056
2010m12,-.0597778
2011m1,-.4175875
2011m2,-.4422914
2011m3,.2277081
2011m4,.8836946
2011m5,.7633456
2011m6,.7705318
2011m7,1.107879
2011m8,.8969271
2011m9,.4284487
2011m10,.1793922
2011m11,.1166034
2011m12,.0059756
2012m1,-.1448299
2012m2,-.1110401
2012m3,.0416319
2012m4,.4463505
2012m5,.6734975
2012m6,.7362328
2012m7,.4363973
2012m8,.2790375
2012m9,.160428
2012m10,-.0773774
2012m11,.136556
2012m12,.0628777
2013m1,-.0310333
2013m2,.1791338
2013m3,.302841
2013m4,.7773137
2013m5,1.355257
2013m6,1.842324
2013m7,1.963152
2013m8,1.703045
2013m9,1.30727
2013m10,.9653531
2013m11,.6082854
2013m12,.3629506
2014m1,.3716305
2014m2,.6133416
2014m3,.9228784
2014m4,1.048284
2014m5,1.202841
2014m6,1.8293
2014m7,2.291883
2014m8,2.109331
2014m9,1.521594
2014m10,.991459
2014m11,.9675365
2014m12,1.069934
2015m1,.7553445
2015m2,.5463752
2015m3,.6070326
2015m4,.66361
2015m5,.8279745
2015m6,1.092792
2015m7,1.212988
2015m8,1.187958
2015m9,1.196368
2015m10,1.292057
2015m11,1.323978
2015m12,1.091115
2016m1,.7132725
2016m2,.8011758
2016m3,1.413298
2016m4,2.755841
