date,cat_financial_security
2011m1,-.1345434
2011m2,-.8207358
2011m3,-1.148583
2011m4,-.8620672
2011m5,-.325582
2011m6,.403356
2011m7,.7889236
2011m8,.4375806
2011m9,-.2517908
2011m10,-.8459519
2011m11,-1.168488
2011m12,-.9828705
2012m1,-.2871826
2012m2,.0167635
2012m3,.0870463
2012m4,.1056181
2012m5,.0433597
2012m6,-.1776333
2012m7,-.3293234
2012m8,-.4433236
2012m9,-.7740819
2012m10,-1.12246
2012m11,-1.153232
2012m12,-.6037144
2013m1,.1730081
2013m2,.2862599
2013m3,.1548449
2013m4,.1159434
2013m5,.2702008
2013m6,.5605866
2013m7,.6096009
2013m8,.3197887
2013m9,.0049966
2013m10,-.3716806
2013m11,-.9105052
2013m12,-1.052268
2014m1,-.8775636
2014m2,-.7064813
2014m3,-.6746577
2014m4,-.7407991
2014m5,-.6227184
2014m6,.0462722
2014m7,.3806673
2014m8,.264309
2014m9,.0363474
2014m10,.0393305
2014m11,.036879
2014m12,.4023739
2015m1,.9718797
2015m2,.9451652
2015m3,.7846639
2015m4,.8167865
2015m5,.9518378
2015m6,1.450472
2015m7,1.707869
2015m8,1.36009
2015m9,.7091382
2015m10,.110141
2015m11,-.5115757
2015m12,-.5563577
2016m1,-.0466509
2016m2,.4357349
2016m3,.9642022
2016m4,1.710785
