date,swb_worry
2008m1,-1.336805
2008m2,-1.218592
2008m3,-1.140402
2008m4,-1.131229
2008m5,-1.15416
2008m6,-1.119005
2008m7,-.7950706
2008m8,-.3252572
2008m9,.3091308
2008m10,.9032367
2008m11,1.278368
2008m12,1.282911
2009m1,1.238118
2009m2,1.157462
2009m3,.9667434
2009m4,.5996754
2009m5,.2990507
2009m6,.3674487
2009m7,.653102
2009m8,.9005471
2009m9,1.055155
2009m10,1.073772
2009m11,.8104038
2009m12,.4905068
2010m1,.4001535
2010m2,.4154623
2010m3,.4554806
2010m4,.3502795
2010m5,.1723957
2010m6,.1132821
2010m7,.1495923
2010m8,.2067996
2010m9,.1596715
2010m10,.2931899
2010m11,.2732157
2010m12,.1183255
2011m1,-.3146015
2011m2,-.7114254
2011m3,-.9168742
2011m4,-.8854517
2011m5,-.7735611
2011m6,-.6089556
2011m7,-.3001103
2011m8,-.0069584
2011m9,.1209718
2011m10,.2534679
2011m11,.1844179
2011m12,-.0702938
2012m1,-.5182965
2012m2,-.9606718
2012m3,-1.359371
2012m4,-1.482634
2012m5,-1.364425
2012m6,-1.148151
2012m7,-.8493805
2012m8,-.4826171
2012m9,-.1433535
2012m10,.098228
2012m11,-.0243466
2012m12,-.449067
2013m1,-.8827692
2013m2,-1.180986
2013m3,-1.320634
2013m4,-1.434497
2013m5,-1.416847
2013m6,-1.387263
2013m7,-1.266647
2013m8,-1.078984
2013m9,-.876465
2013m10,-.6470637
2013m11,-.6953296
2013m12,-.9083521
2014m1,-1.255576
2014m2,-1.564657
2014m3,-1.718139
2014m4,-1.821602
2014m5,-1.813845
2014m6,-1.662551
2014m7,-1.526133
2014m8,-1.435488
2014m9,-1.306874
2014m10,-1.21524
2014m11,-1.295907
2014m12,-1.437401
2015m1,-1.652724
2015m2,-1.934166
2015m3,-2.210155
2015m4,-2.309155
2015m5,-2.215948
2015m6,-1.970848
2015m7,-1.646039
2015m8,-1.476707
2015m9,-1.403711
2015m10,-1.373563
2015m11,-1.50593
2015m12,-1.700681
2016m1,-1.943141
2016m2,-1.992501
2016m3,-1.680946
2016m4,-.9404122
