date,swb_job_satisfaction
2011m1,.1796152
2011m2,-.4929986
2011m3,-.677828
2011m4,-.5816185
2011m5,-.2757845
2011m6,.2507297
2011m7,.4088815
2011m8,.3369932
2011m9,.1657509
2011m10,.2932566
2011m11,.4680588
2011m12,.5084553
2012m1,.5923328
2012m2,.4723573
2012m3,-.0196184
2012m4,-.366567
2012m5,-.6134111
2012m6,-.4614088
2012m7,.152531
2012m8,.7313382
2012m9,1.120681
2012m10,1.256533
2012m11,.973744
2012m12,.5104429
2013m1,.2501779
2013m2,-.0552793
2013m3,-.2213495
2013m4,-.2820693
2013m5,-.3459907
2013m6,-.3009328
2013m7,-.3148879
2013m8,-.0119048
2013m9,.3151468
2013m10,.4087139
2013m11,.267994
2013m12,.4403059
2014m1,.9095899
2014m2,1.079854
2014m3,.6911218
2014m4,.0863627
2014m5,-.3328674
2014m6,-.4206952
2014m7,-.5377502
2014m8,-1.130913
2014m9,-1.363641
2014m10,-1.448876
2014m11,-1.458637
2014m12,-1.513253
2015m1,-1.308387
2015m2,-1.421621
2015m3,-1.242003
2015m4,-1.069741
2015m5,-.9511749
2015m6,-.7372254
2015m7,-.6250347
2015m8,-.4716434
2015m9,-.1852688
2015m10,-.3518938
2015m11,-1.045942
2015m12,-1.478125
2016m1,-1.694686
2016m2,-1.726689
2016m3,-1.568828
2016m4,-1.37611
