date,cat_spirituality
2011m1,.1584054
2011m2,.7826087
2011m3,.9585277
2011m4,.8744585
2011m5,.5493663
2011m6,-.0211473
2011m7,-.4521478
2011m8,-.3796996
2011m9,.4987427
2011m10,1.122023
2011m11,.8648041
2011m12,.2704283
2012m1,.1172985
2012m2,.5365831
2012m3,.9020447
2012m4,.6905202
2012m5,.1946069
2012m6,-.3285294
2012m7,-.3371568
2012m8,.2240115
2012m9,1.145492
2012m10,1.43493
2012m11,.9157011
2012m12,.1628942
2013m1,-.1596402
2013m2,.0529767
2013m3,.6351854
2013m4,.6484468
2013m5,.2298095
2013m6,-.6047102
2013m7,-1.205536
2013m8,-1.25566
2013m9,-.7604088
2013m10,-.4376473
2013m11,-.4513133
2013m12,-.4464974
2014m1,-.3266459
2014m2,-.2128382
2014m3,-.2742913
2014m4,-.4527969
2014m5,-.7992486
2014m6,-1.248906
2014m7,-1.555408
2014m8,-1.303239
2014m9,-.651945
2014m10,-.090707
2014m11,-.006429
2014m12,-.1154794
2015m1,-.1016826
2015m2,.1688451
2015m3,.409381
2015m4,.385448
2015m5,-.2315951
2015m6,-.8796184
2015m7,-1.128022
2015m8,-.8027564
2015m9,.0103409
2015m10,.5413803
2015m11,.630865
2015m12,.3946626
2016m1,.0994224
2016m2,.0099611
2016m3,.141588
2016m4,.2599421
