date,cat_healthy_habits
2008m1,-.6745633
2008m2,-.8572098
2008m3,-1.046563
2008m4,-1.321109
2008m5,-1.717814
2008m6,-1.767827
2008m7,-1.710538
2008m8,-1.862897
2008m9,-1.666557
2008m10,-1.557813
2008m11,-1.681366
2008m12,-1.741384
2009m1,-1.506384
2009m2,-1.102187
2009m3,-.828165
2009m4,-.8502036
2009m5,-.9169053
2009m6,-.9264206
2009m7,-1.151541
2009m8,-1.365089
2009m9,-1.281942
2009m10,-.9516157
2009m11,-.4860579
2009m12,.6000206
2010m1,1.706673
2010m2,2.252077
2010m3,2.270482
2010m4,1.819209
2010m5,1.174816
2010m6,.6689959
2010m7,.3154377
2010m8,.1291188
2010m9,.2647911
2010m10,.3168091
2010m11,.2500553
2010m12,.5302299
2011m1,1.067514
2011m2,1.019576
2011m3,.7340799
2011m4,.4786418
2011m5,.1021849
2011m6,-.0463153
2011m7,-.0937622
2011m8,-.0279233
2011m9,.1753678
2011m10,.4322482
2011m11,.4538693
2011m12,.4644091
2012m1,.5344582
2012m2,.5699339
2012m3,.7601482
2012m4,.8310245
2012m5,.6972988
2012m6,.3458783
2012m7,.0246092
2012m8,-.0803624
2012m9,-.0139063
2012m10,-.0381683
2012m11,-.1357621
2012m12,-.0209244
2013m1,.4687178
2013m2,.7435569
2013m3,.6203253
2013m4,.379142
2013m5,.1290423
2013m6,-.0449011
2013m7,-.199946
2013m8,-.2970282
2013m9,-.240987
2013m10,-.1762487
2013m11,-.088533
2013m12,.1123917
2014m1,.4744748
2014m2,.622138
2014m3,.4786423
2014m4,.133147
2014m5,-.1182272
2014m6,-.2387196
2014m7,-.3486799
2014m8,-.4681525
2014m9,-.5116343
2014m10,-.4159287
2014m11,-.1524772
2014m12,.1687289
2015m1,.7039174
2015m2,.7646689
2015m3,.5473082
2015m4,.29422
2015m5,.1569296
2015m6,.2890401
2015m7,.3098451
2015m8,.2940833
2015m9,.2908159
2015m10,.1721395
2015m11,.098139
2015m12,.3072818
2016m1,.868273
2016m2,1.088339
2016m3,.8413043
2016m4,.3841724
