date,cat_civic_engagement
2011m1,-.0464714
2011m2,.1012631
2011m3,.1727045
2011m4,.1353219
2011m5,-.1830953
2011m6,-.6148123
2011m7,-.7625576
2011m8,-.326859
2011m9,.3941658
2011m10,.5924043
2011m11,.3934372
2011m12,-.0311073
2012m1,-.0989234
2012m2,.0090566
2012m3,-.0326781
2012m4,-.1689616
2012m5,-.6234072
2012m6,-1.114315
2012m7,-1.233554
2012m8,-.7473627
2012m9,.0912525
2012m10,.4269311
2012m11,.3276388
2012m12,-.0574547
2013m1,-.1897412
2013m2,-.1109424
2013m3,.0086934
2013m4,.0514378
2013m5,-.5246
2013m6,-1.223151
2013m7,-1.454875
2013m8,-.9602447
2013m9,.0463644
2013m10,.5392544
2013m11,.3290794
2013m12,-.0599658
2014m1,-.1116386
2014m2,.2152659
2014m3,.3287401
2014m4,.3649709
2014m5,-.1250836
2014m6,-.8636984
2014m7,-1.122322
2014m8,-.63301
2014m9,.4588631
2014m10,1.001026
2014m11,.8849967
2014m12,.4850868
2015m1,.3813908
2015m2,.6561543
2015m3,.9086793
2015m4,1.000815
2015m5,.4038617
2015m6,-.511085
2015m7,-1.070391
2015m8,-.8577769
2015m9,-.0184132
2015m10,.5007907
2015m11,.6150024
2015m12,.5159575
2016m1,.5843846
2016m2,.7756569
2016m3,.8775317
2016m4,1.300319
