region,date,housing
Rhone-Alpes,2013m1,-.0228763930499554
Rhone-Alpes,2013m2,-.1939050008853277
Rhone-Alpes,2013m3,.0233006123453379
Rhone-Alpes,2013m4,-.258069617052873
Rhone-Alpes,2013m5,.0397409796714783
Rhone-Alpes,2013m6,.1005533427620928
Rhone-Alpes,2013m7,.202927098919948
Rhone-Alpes,2013m8,.9592528701759875
Rhone-Alpes,2013m9,.1243079503377279
Rhone-Alpes,2013m10,-.2956290791432063
Rhone-Alpes,2013m11,-.9051593045393626
Rhone-Alpes,2013m12,-1.854936162630717
Rhone-Alpes,2014m1,-.4681563548510894
Rhone-Alpes,2014m2,-.2849703381458918
Rhone-Alpes,2014m3,-.126484289765358
Rhone-Alpes,2014m4,-.3379983709504207
Rhone-Alpes,2014m5,-.1551455246905486
Rhone-Alpes,2014m6,-.2312746507426103
Rhone-Alpes,2014m7,.8680785844723383
Rhone-Alpes,2014m8,1.272427714740237
Rhone-Alpes,2014m9,.1519765782480439
Rhone-Alpes,2014m10,-.1292049343076845
Rhone-Alpes,2014m11,-.7699584513902664
Rhone-Alpes,2014m12,-1.565522054831187
Rhone-Alpes,2015m1,-.3987574179967244
Rhone-Alpes,2015m2,.5617341306060553
Rhone-Alpes,2015m3,.2785238184345265
Rhone-Alpes,2015m4,.2287887434164683
Rhone-Alpes,2015m5,-.0381176844239235
Rhone-Alpes,2015m6,-.0634492384269834
Rhone-Alpes,2015m7,.6973072588443756
Rhone-Alpes,2015m8,.7132245724399885
Rhone-Alpes,2015m9,-.086901863416036
Rhone-Alpes,2015m10,-.5973301194608212
Rhone-Alpes,2015m11,-1.143104071418444
Rhone-Alpes,2015m12,-1.620061695575714
Rhone-Alpes,2016m1,-.1858841429154078
Rhone-Alpes,2016m2,-.0537210529049238
Rhone-Alpes,2016m3,.0121178204814593
Rhone-Alpes,2016m4,.1704313686738411
Rhone-Alpes,2016m5,-.1132748797535896
Rhone-Alpes,2016m6,
