date,cat_health_worries
2011m1,3.157304
2011m2,2.117074
2011m3,1.026176
2011m4,.2491241
2011m5,.057535
2011m6,.2123892
2011m7,.4423189
2011m8,.6061742
2011m9,.7649199
2011m10,1.009556
2011m11,1.395378
2011m12,1.675056
2012m1,1.945956
2012m2,1.807613
2012m3,1.133017
2012m4,.4041298
2012m5,-.3223557
2012m6,-.7562068
2012m7,-.9032845
2012m8,-.6783292
2012m9,-.2951882
2012m10,.0311674
2012m11,.3411609
2012m12,.3425558
2013m1,.1499134
2013m2,-.173347
2013m3,-.5292321
2013m4,-.6385869
2013m5,-.6596335
2013m6,-.6143962
2013m7,-.6565437
2013m8,-.8735749
2013m9,-.9325219
2013m10,-.8202407
2013m11,-.9383435
2013m12,-1.173438
2014m1,-1.195373
2014m2,-.9519048
2014m3,-.8221942
2014m4,-.7124169
2014m5,-.6608933
2014m6,-.761241
2014m7,-.7811109
2014m8,-.8740873
2014m9,-.7197364
2014m10,-.3636277
2014m11,-.040213
2014m12,.3548858
2015m1,.3129106
2015m2,.1867432
2015m3,-.2199633
2015m4,-.6188155
2015m5,-.8424478
2015m6,-.6953475
2015m7,-.2463356
2015m8,-.0115762
2015m9,.1113941
2015m10,.0768346
2015m11,-.0659678
2015m12,-.0281704
2016m1,.0645819
2016m2,.1771632
2016m3,.4107569
2016m4,1.012857
