date,swb_stress
2011m1,.6555111
2011m2,.4257747
2011m3,.1432977
2011m4,.0076654
2011m5,-.291178
2011m6,-.4622535
2011m7,-.0554153
2011m8,.5204738
2011m9,.5546027
2011m10,.6532806
2011m11,.5782444
2011m12,.5349459
2012m1,.2979566
2012m2,.1062644
2012m3,-.0748236
2012m4,-.2431528
2012m5,-.3402813
2012m6,-.4270758
2012m7,-.368123
2012m8,.0768427
2012m9,.6955132
2012m10,1.186554
2012m11,1.145913
2012m12,.6989644
2013m1,.0795916
2013m2,-.3933865
2013m3,-.625855
2013m4,-.6814961
2013m5,-.5395354
2013m6,-.3649421
2013m7,-.302579
2013m8,-.2445132
2013m9,-.1677826
2013m10,-.2290455
2013m11,-.5912091
2013m12,-.664484
2014m1,-.5149044
2014m2,-.5766911
2014m3,-.8245757
2014m4,-1.265213
2014m5,-1.517929
2014m6,-1.412757
2014m7,-1.189138
2014m8,-.9624676
2014m9,-.7690719
2014m10,-.7480364
2014m11,-1.080363
2014m12,-1.488618
2015m1,-1.719028
2015m2,-1.729488
2015m3,-1.785662
2015m4,-1.96276
2015m5,-2.267171
2015m6,-2.377631
2015m7,-2.26314
2015m8,-1.938499
2015m9,-1.464042
2015m10,-1.118381
2015m11,-1.251071
2015m12,-1.368192
2016m1,-1.35865
2016m2,-1.289741
2016m3,-1.221282
2016m4,-1.440637
