date,swb_learn
2008m1,-3.324737
2008m2,-1.723422
2008m3,-.3265387
2008m4,.5378475
2008m5,.5198781
2008m6,.079558
2008m7,-.3522591
2008m8,-.4296174
2008m9,-.3750964
2008m10,-.4534316
2008m11,-.8555683
2008m12,-1.492802
2009m1,-1.593927
2009m2,-.8907547
2009m3,-.0299089
2009m4,.7176634
2009m5,.9259021
2009m6,.6377375
2009m7,.4656052
2009m8,.8662392
2009m9,1.609707
2009m10,1.980674
2009m11,1.760619
2009m12,1.088321
2010m1,.5204207
2010m2,.7055667
2010m3,1.286492
2010m4,1.874111
2010m5,1.889889
2010m6,1.380127
2010m7,.6471962
2010m8,.4709725
2010m9,.6491393
2010m10,.6469132
2010m11,.1099829
2010m12,-.3326549
2011m1,-.6235483
2011m2,-.3983224
2011m3,.176846
2011m4,.6990941
2011m5,.9294086
2011m6,.8170753
2011m7,.6013444
2011m8,.5917085
2011m9,.7939668
2011m10,.6628054
2011m11,.1055572
2011m12,-.3527251
2012m1,-.4139675
2012m2,-.1040099
2012m3,.3169427
2012m4,.6986341
2012m5,.8600044
2012m6,.8217607
2012m7,.6811659
2012m8,.7008942
2012m9,.7929816
2012m10,.4790586
2012m11,.0352328
2012m12,-.3956581
2013m1,-.4532074
2013m2,-.1204236
2013m3,.3138876
2013m4,.4836481
2013m5,.2928085
2013m6,.010375
2013m7,-.0244414
2013m8,.1965065
2013m9,.5190306
2013m10,.5715384
2013m11,.2660491
2013m12,-.0914456
2014m1,-.1892296
2014m2,.0297415
2014m3,.3041941
2014m4,.5687368
2014m5,.5544719
2014m6,.2202026
2014m7,.0172719
2014m8,.1305692
2014m9,.4152474
2014m10,.2736046
2014m11,-.1541115
2014m12,-.5134535
2015m1,-.4893485
2015m2,-.1109114
2015m3,.3267219
2015m4,.5715224
2015m5,.3341534
2015m6,-.0280198
2015m7,-.2458316
2015m8,-.1430828
2015m9,.1267855
2015m10,.1324933
2015m11,-.2720595
2015m12,-.8115553
2016m1,-1.04744
2016m2,-.9620742
2016m3,-.759007
2016m4,-.1329376
