date,cat_summer_leisure
2008m1,-.3038001
2008m2,.2406521
2008m3,.8256477
2008m4,1.372878
2008m5,1.85706
2008m6,2.049455
2008m7,1.724315
2008m8,1.025456
2008m9,.182262
2008m10,-.4397428
2008m11,-.825655
2008m12,-.902707
2009m1,-.686318
2009m2,-.2203359
2009m3,.364464
2009m4,.9911141
2009m5,1.518497
2009m6,1.712777
2009m7,1.448686
2009m8,.8487587
2009m9,.1787729
2009m10,-.3910792
2009m11,-.8042792
2009m12,-.9761463
2010m1,-.805042
2010m2,-.3243674
2010m3,.3765172
2010m4,1.081311
2010m5,1.636733
2010m6,1.84436
2010m7,1.46761
2010m8,.7383195
2010m9,.019587
2010m10,-.5774497
2010m11,-.979726
2010m12,-1.08888
2011m1,-.8647388
2011m2,-.4178753
2011m3,.0995606
2011m4,.6230224
2011m5,1.094441
2011m6,1.332395
2011m7,1.064583
2011m8,.4269788
2011m9,-.2455022
2011m10,-.782417
2011m11,-1.12078
2011m12,-1.185073
2012m1,-.9534517
2012m2,-.521203
2012m3,.0618153
2012m4,.6193235
2012m5,1.025266
2012m6,1.121608
2012m7,.794409
2012m8,.197467
2012m9,-.4016511
2012m10,-.8799402
2012m11,-1.186167
2012m12,-1.249955
2013m1,-1.065329
2013m2,-.6994931
2013m3,-.2350611
2013m4,.2401536
2013m5,.6398826
2013m6,.7948979
2013m7,.54273
2013m8,.0806631
2013m9,-.4239303
2013m10,-.8871773
2013m11,-1.2493
2013m12,-1.368837
2014m1,-1.205975
2014m2,-.8190828
2014m3,-.2951002
2014m4,.2409999
2014m5,.692488
2014m6,.89439
2014m7,.6780081
2014m8,.1522216
2014m9,-.4466674
2014m10,-.9438538
2014m11,-1.290131
2014m12,-1.371557
2015m1,-1.206317
2015m2,-.863487
2015m3,-.3469788
2015m4,.2459379
2015m5,.775313
2015m6,.9507833
2015m7,.7365332
2015m8,.2032243
2015m9,-.4415896
2015m10,-.977747
2015m11,-1.311328
2015m12,-1.382353
2016m1,-1.194371
2016m2,-.7778991
2016m3,-.2218185
2016m4,.3253362
