date,cat_summer_leisure
2008m1,-.8507058
2008m2,-.4652744
2008m3,-.0455156
2008m4,.4049313
2008m5,.8522095
2008m6,1.152701
2008m7,.9893432
2008m8,.5183383
2008m9,-.131134
2008m10,-.6914522
2008m11,-1.118105
2008m12,-1.234262
2009m1,-1.01325
2009m2,-.5776972
2009m3,-.0476965
2009m4,.4020958
2009m5,.72811
2009m6,.8539321
2009m7,.6563132
2009m8,.275711
2009m9,-.0703819
2009m10,-.2595572
2009m11,-.389317
2009m12,-.4229308
2010m1,-.2994025
2010m2,.0119066
2010m3,.7574379
2010m4,1.536798
2010m5,2.222051
2010m6,2.580804
2010m7,2.417135
2010m8,1.730726
2010m9,.7677444
2010m10,-.1080354
2010m11,-.7562219
2010m12,-1.101238
2011m1,-1.114224
2011m2,-.8079426
2011m3,-.2747999
2011m4,.3346955
2011m5,.8863422
2011m6,1.257988
2011m7,1.07808
2011m8,.4184966
2011m9,-.2251929
2011m10,-.7143795
2011m11,-1.054448
2011m12,-1.155147
2012m1,-.9564799
2012m2,-.526572
2012m3,.0700601
2012m4,.6320211
2012m5,1.063905
2012m6,1.271066
2012m7,1.154573
2012m8,.7152463
2012m9,.0251843
2012m10,-.6296126
2012m11,-1.084325
2012m12,-1.256403
2013m1,-1.131086
2013m2,-.7937245
2013m3,-.2587959
2013m4,.308965
2013m5,.754771
2013m6,.9597599
2013m7,.8405217
2013m8,.4555133
2013m9,-.1261859
2013m10,-.7479053
2013m11,-1.275828
2013m12,-1.52756
2014m1,-1.448016
2014m2,-1.071192
2014m3,-.544787
2014m4,.0485319
2014m5,.5997318
2014m6,.9616945
2014m7,.8694729
2014m8,.4000338
2014m9,-.2544648
2014m10,-.8333039
2014m11,-1.232625
2014m12,-1.360394
2015m1,-1.240039
2015m2,-.8758779
2015m3,-.2943359
2015m4,.3598996
2015m5,.9015354
2015m6,1.20165
2015m7,1.200187
2015m8,.781709
2015m9,.1068884
2015m10,-.5301273
2015m11,-.969318
2015m12,-1.124739
2016m1,-.9642763
2016m2,-.6122972
2016m3,-.1726585
2016m4,.2544272
