date,swb_security
2011m1,-.2648613
2011m2,.1668153
2011m3,.2551246
2011m4,.0477803
2011m5,-.0034691
2011m6,.1083816
2011m7,.1753173
2011m8,-.0165603
2011m9,-.1611344
2011m10,-.1476656
2011m11,-.0784192
2011m12,.0091215
2012m1,.3940136
2012m2,.985826
2012m3,1.571017
2012m4,1.861725
2012m5,2.088717
2012m6,2.198856
2012m7,1.902458
2012m8,1.258672
2012m9,.6620182
2012m10,.3933291
2012m11,.2392371
2012m12,.3976927
2013m1,.9338826
2013m2,1.34752
2013m3,1.371421
2013m4,1.634391
2013m5,2.184988
2013m6,2.725407
2013m7,2.709119
2013m8,2.149978
2013m9,1.147497
2013m10,.552039
2013m11,.5165046
2013m12,.6858436
2014m1,1.248426
2014m2,1.590416
2014m3,1.787222
2014m4,1.887398
2014m5,2.037331
2014m6,2.243319
2014m7,2.21952
2014m8,1.890607
2014m9,1.244823
2014m10,.9195265
2014m11,.9277162
2014m12,1.195733
2015m1,1.65471
2015m2,1.827335
2015m3,1.738056
2015m4,1.545619
2015m5,1.728748
2015m6,1.918612
2015m7,2.113685
2015m8,2.046335
2015m9,1.844017
2015m10,1.571997
2015m11,1.381258
2015m12,1.467154
2016m1,1.922964
2016m2,2.228786
2016m3,1.853658
2016m4,.9219417
