date,swb_job_satisfaction
2011m1,.5726709
2011m2,.5776001
2011m3,.3022591
2011m4,-.0555341
2011m5,-.2772556
2011m6,-.4311409
2011m7,-.8342366
2011m8,-.7005649
2011m9,-.3888183
2011m10,-.0301488
2011m11,.2816989
2011m12,.0835638
2012m1,-.0810114
2012m2,-.34001
2012m3,-.5969353
2012m4,-.7838031
2012m5,-.8208165
2012m6,-.8017394
2012m7,-.565752
2012m8,-.1949248
2012m9,.1583125
2012m10,.2301235
2012m11,.1837316
2012m12,-.1827253
2013m1,-.4621954
2013m2,-.4067889
2013m3,-.4652923
2013m4,-.713724
2013m5,-.9865456
2013m6,-1.416258
2013m7,-1.823966
2013m8,-1.856955
2013m9,-1.466664
2013m10,-.9986923
2013m11,-.8622525
2013m12,-.5613628
2014m1,-.0208195
2014m2,.0079053
2014m3,-.3860425
2014m4,-.8693911
2014m5,-1.199006
2014m6,-1.295546
2014m7,-1.273485
2014m8,-1.531049
2014m9,-1.88948
2014m10,-2.16878
2014m11,-2.066663
2014m12,-1.575344
2015m1,-1.29785
2015m2,-1.415087
2015m3,-1.871768
2015m4,-2.335964
2015m5,-2.41099
2015m6,-2.162011
2015m7,-1.963591
2015m8,-2.015569
2015m9,-1.781925
2015m10,-1.68813
2015m11,-1.854528
2015m12,-1.825896
2016m1,-1.590777
2016m2,-1.633204
2016m3,-1.783436
2016m4,-1.908247
