date,swb_happiness
2008m1,1.484978
2008m2,.4370044
2008m3,-.339342
2008m4,-.5169465
2008m5,-.4638985
2008m6,-.4551761
2008m7,-.1941447
2008m8,-.1033115
2008m9,-.5926569
2008m10,-1.12299
2008m11,-1.390035
2008m12,-1.824065
2009m1,-2.455701
2009m2,-2.182683
2009m3,-1.706653
2009m4,-1.179347
2009m5,-.723039
2009m6,-.2973702
2009m7,-.1863164
2009m8,-.4341955
2009m9,-.5301053
2009m10,-.4507662
2009m11,-.7716438
2009m12,-.9942268
2010m1,-1.115044
2010m2,-1.014107
2010m3,-.7185133
2010m4,-.3264127
2010m5,-.1446705
2010m6,-.1550072
2010m7,-.3611234
2010m8,-.5237392
2010m9,-.6301208
2010m10,-.6812261
2010m11,-.6337544
2010m12,-.5366795
2011m1,-.3913869
2011m2,-.4227353
2011m3,-.6794238
2011m4,-.4296479
2011m5,.3658868
2011m6,.5110378
2011m7,-.1735223
2011m8,-.7917077
2011m9,-1.363251
2011m10,-1.610355
2011m11,-1.596027
2011m12,-1.588665
2012m1,-1.705576
2012m2,-1.461502
2012m3,-.8800614
2012m4,-.3407746
2012m5,.0528858
2012m6,.0951679
2012m7,-.1259042
2012m8,-.6181352
2012m9,-.8204352
2012m10,-.7360817
2012m11,-.863061
2012m12,-.8047891
2013m1,-1.167447
2013m2,-1.181768
2013m3,-.8131062
2013m4,-.5762072
2013m5,-.8396285
2013m6,-1.408357
2013m7,-1.496975
2013m8,-1.279773
2013m9,-1.136268
2013m10,-1.080045
2013m11,-.6886556
2013m12,-.5670575
2014m1,-.8787681
2014m2,-.9512295
2014m3,-.7822472
2014m4,-.607278
2014m5,-.2499592
2014m6,-.195373
2014m7,-.4652142
2014m8,-.6242346
2014m9,-.5515755
2014m10,-.1619909
2014m11,-.0468174
2014m12,-.348421
2015m1,-.7638006
2015m2,-.6884144
2015m3,-.3811582
2015m4,.2656198
2015m5,.5657039
2015m6,.5046024
2015m7,.3382768
2015m8,.2343515
2015m9,.0836831
2015m10,.4005244
2015m11,.9068626
2015m12,.9688215
2016m1,.9054218
2016m2,.5916768
2016m3,.3292932
2016m4,.1286718
