date,cat_layoffs
2008m1,-.9511514
2008m2,-1.089218
2008m3,-1.083338
2008m4,-1.085456
2008m5,-1.198507
2008m6,-1.386086
2008m7,-1.437968
2008m8,-1.116546
2008m9,-.3594399
2008m10,.6695462
2008m11,1.747623
2008m12,2.518465
2009m1,3.132005
2009m2,3.35568
2009m3,2.972946
2009m4,2.206371
2009m5,1.522199
2009m6,1.083589
2009m7,.8816538
2009m8,.8533279
2009m9,1.154942
2009m10,1.400898
2009m11,1.38143
2009m12,1.139924
2010m1,1.152333
2010m2,1.116231
2010m3,1.216357
2010m4,1.205569
2010m5,1.094913
2010m6,.8681118
2010m7,.5590324
2010m8,.0883897
2010m9,-.1203945
2010m10,-.1574147
2010m11,-.1810831
2010m12,-.1615128
2011m1,-.18567
2011m2,-.1934197
2011m3,-.2747378
2011m4,-.4482626
2011m5,-.5576932
2011m6,-.5317951
2011m7,-.5096239
2011m8,-.4147432
2011m9,-.273196
2011m10,-.1739188
2011m11,-.1085351
2011m12,-.075623
2012m1,-.0846308
2012m2,-.258194
2012m3,-.4171966
2012m4,-.4948252
2012m5,-.5007523
2012m6,-.4396698
2012m7,-.3399785
2012m8,-.2260765
2012m9,-.0033375
2012m10,.139453
2012m11,.1494236
2012m12,.1257645
2013m1,.1135117
2013m2,.0477533
2013m3,-.003028
2013m4,-.0626527
2013m5,-.1095414
2013m6,-.2506388
2013m7,-.4214256
2013m8,-.5061419
2013m9,-.5237646
2013m10,-.5098919
2013m11,-.4287896
2013m12,-.1628175
2014m1,.2286167
2014m2,.2784306
2014m3,.1526651
2014m4,-.0301847
2014m5,-.2696733
2014m6,-.4607722
2014m7,-.6577764
2014m8,-.7698643
2014m9,-.681403
2014m10,-.6099701
2014m11,-.5875865
2014m12,-.5496204
2015m1,-.4554819
2015m2,-.4554904
2015m3,-.4370313
2015m4,-.554611
2015m5,-.7445026
2015m6,-.8325587
2015m7,-.8427188
2015m8,-.8360954
2015m9,-.766771
2015m10,-.7200893
2015m11,-.687201
2015m12,-.6353791
2016m1,-.4948306
2016m2,-.4002494
2016m3,-.4935583
2016m4,-.765048
