date,swb_respect
2011m1,.482206
2011m2,.2458427
2011m3,.0432833
2011m4,.1006864
2011m5,-.01841
2011m6,-.0046072
2011m7,-.4833665
2011m8,-.9707757
2011m9,-.5573992
2011m10,.2544526
2011m11,.8491295
2011m12,.6340872
2012m1,.1153821
2012m2,-.207251
2012m3,-.348262
2012m4,-.4261461
2012m5,-.7580698
2012m6,-.7987944
2012m7,-1.003105
2012m8,-.904947
2012m9,-.5667803
2012m10,-.1156986
2012m11,.3870082
2012m12,.5835872
2013m1,.2507072
2013m2,-.1137686
2013m3,-.1847944
2013m4,-.1531413
2013m5,-.3713097
2013m6,-.4298462
2013m7,-.4361508
2013m8,-.4069916
2013m9,-.1556548
2013m10,.3078344
2013m11,.699682
2013m12,.332164
2014m1,-.1038844
2014m2,-.037501
2014m3,.2538902
2014m4,.876465
2014m5,1.144133
2014m6,.4924992
2014m7,.1247316
2014m8,.4752816
2014m9,.9595811
2014m10,1.161252
2014m11,.9551213
2014m12,.6688073
2015m1,.5054025
2015m2,.438957
2015m3,.1772404
2015m4,-.2830699
2015m5,-.6247389
2015m6,-.685664
2015m7,-.765317
2015m8,-.8196456
2015m9,-.4725198
2015m10,.1297488
2015m11,.5108832
2015m12,.4203649
2016m1,.1484162
2016m2,-.2315196
2016m3,-1.18955
2016m4,-1.867708
