date,cat_spirituality
2008m1,-.2931553
2008m2,.3695466
2008m3,.7042788
2008m4,.5338861
2008m5,-.0498854
2008m6,-.5775433
2008m7,-.7801545
2008m8,-.4647721
2008m9,.3248324
2008m10,.9220806
2008m11,.9946793
2008m12,.6432905
2009m1,.274808
2009m2,.1628378
2009m3,.2925355
2009m4,.3592276
2009m5,.0236622
2009m6,-.2873671
2009m7,-.3484398
2009m8,.1569115
2009m9,1.04937
2009m10,1.771758
2009m11,2.082994
2009m12,1.931695
2010m1,1.620023
2010m2,1.659671
2010m3,1.787726
2010m4,1.744794
2010m5,1.159767
2010m6,.658852
2010m7,.6690093
2010m8,1.015687
2010m9,1.383528
2010m10,1.284885
2010m11,1.051652
2010m12,.6068422
2011m1,.2930901
2011m2,.4561191
2011m3,.6674221
2011m4,.6048607
2011m5,.0735288
2011m6,-.413235
2011m7,-.4310444
2011m8,-.0558293
2011m9,.4893767
2011m10,.5842428
2011m11,.2253116
2011m12,-.2855543
2012m1,-.4072145
2012m2,-.2091387
2012m3,-.0185188
2012m4,-.0684007
2012m5,-.5606169
2012m6,-.8941301
2012m7,-.6899762
2012m8,-.128234
2012m9,.2588658
2012m10,.2770634
2012m11,.0571421
2012m12,-.2039144
2013m1,-.2606655
2013m2,-.1556909
2013m3,-.0793951
2013m4,-.1328781
2013m5,-.6023266
2013m6,-1.061377
2013m7,-1.20189
2013m8,-1.057937
2013m9,-.8687438
2013m10,-.7306935
2013m11,-.6898294
2013m12,-.8063509
2014m1,-.7994992
2014m2,-.5897259
2014m3,-.4829205
2014m4,-.6177834
2014m5,-1.015833
2014m6,-1.34727
2014m7,-1.398495
2014m8,-1.196555
2014m9,-.903905
2014m10,-.8380345
2014m11,-.9283203
2014m12,-1.022669
2015m1,-.997407
2015m2,-.8097891
2015m3,-.6406753
2015m4,-.7098153
2015m5,-1.152349
2015m6,-1.439041
2015m7,-1.196746
2015m8,-.4611234
2015m9,.338838
2015m10,.5828379
2015m11,.420956
2015m12,.0483721
2016m1,-.1508119
2016m2,-.0029443
2016m3,.2791329
2016m4,.6186234
