date,cat_financial_security
2011m1,1.650597
2011m2,1.037925
2011m3,.660099
2011m4,.3803423
2011m5,.2803671
2011m6,.5236053
2011m7,.8110151
2011m8,.8309412
2011m9,.5225642
2011m10,.157553
2011m11,-.1390402
2011m12,.0009275
2012m1,.3336787
2012m2,.3186935
2012m3,.1310228
2012m4,.053581
2012m5,-.070621
2012m6,-.1340173
2012m7,-.1374117
2012m8,-.203464
2012m9,-.3018769
2012m10,-.2301216
2012m11,-.1157767
2012m12,.2147643
2013m1,.8457345
2013m2,.8790744
2013m3,.532106
2013m4,-.0234324
2013m5,-.4621768
2013m6,-.7298238
2013m7,-.7606609
2013m8,-.949077
2013m9,-1.065225
2013m10,-1.043113
2013m11,-1.102044
2013m12,-.9662558
2014m1,-.640964
2014m2,-.5912142
2014m3,-.6588957
2014m4,-.6393642
2014m5,-.4524303
2014m6,-.0401579
2014m7,.1661551
2014m8,-.1938683
2014m9,-.921578
2014m10,-1.385487
2014m11,-1.502029
2014m12,-1.312672
2015m1,-.9429315
2015m2,-.7961646
2015m3,-.9495656
2015m4,-1.053028
2015m5,-.8640461
2015m6,-.0686919
2015m7,.9286499
2015m8,1.181996
2015m9,.8698165
2015m10,.5602697
2015m11,.4631606
2015m12,.6515793
2016m1,1.210337
2016m2,1.554858
2016m3,1.775785
2016m4,1.920028
