date,cat_housing
2008m1,1.139134
2008m2,.6275655
2008m3,.2485647
2008m4,-.1495917
2008m5,-.5172932
2008m6,-.7474263
2008m7,-.814959
2008m8,-.8245287
2008m9,-.7101384
2008m10,-.5601969
2008m11,-.0216909
2008m12,1.17903
2009m1,1.830847
2009m2,1.691849
2009m3,1.299626
2009m4,.8165604
2009m5,.5554026
2009m6,.410201
2009m7,.1900113
2009m8,.2249153
2009m9,.4230243
2009m10,.6165926
2009m11,.2598211
2009m12,.2438551
2010m1,.4544927
2010m2,.6205923
2010m3,.7833491
2010m4,.8129147
2010m5,1.085088
2010m6,1.639757
2010m7,1.93388
2010m8,1.960831
2010m9,1.549849
2010m10,1.127642
2010m11,.9220116
2010m12,.5614175
2011m1,.37047
2011m2,.1606275
2011m3,-.0968807
2011m4,-.2657596
2011m5,-.2627526
2011m6,-.0505705
2011m7,.3390881
2011m8,.6638753
2011m9,.7590007
2011m10,.711196
2011m11,.4141931
2011m12,.3061135
2012m1,.6395275
2012m2,.7313684
2012m3,.6933765
2012m4,.5235608
2012m5,.4843579
2012m6,.5221391
2012m7,.5174304
2012m8,.3378484
2012m9,.1249728
2012m10,-.1896617
2012m11,-.4170291
2012m12,-.4021277
2013m1,-.2755797
2013m2,-.1871593
2013m3,-.0414214
2013m4,.07963
2013m5,.2821506
2013m6,.4558785
2013m7,.4431718
2013m8,-.0108349
2013m9,-.573665
2013m10,-.9957157
2013m11,-1.315803
2013m12,-1.419686
2014m1,-1.298688
2014m2,-1.196038
2014m3,-1.131146
2014m4,-1.038771
2014m5,-.7520336
2014m6,-.507546
2014m7,-.5839626
2014m8,-.836469
2014m9,-1.145172
2014m10,-1.360912
2014m11,-1.541166
2014m12,-1.312308
2015m1,-.7908838
2015m2,-.6011397
2015m3,-.6048613
2015m4,-.5774626
2015m5,-.5298355
2015m6,-.1593492
2015m7,.069796
2015m8,-.1285009
2015m9,-.7296486
2015m10,-1.163574
2015m11,-1.430287
2015m12,-1.476381
2016m1,-1.170024
2016m2,-.8811606
2016m3,-.6861565
2016m4,-.3546465
