date,cat_spirituality
2011m1,.6998972
2011m2,1.004863
2011m3,1.095985
2011m4,.9433704
2011m5,.2535698
2011m6,-.2528981
2011m7,-.2317962
2011m8,.1491887
2011m9,.5787295
2011m10,.77018
2011m11,.5383439
2011m12,.1169363
2012m1,.0306828
2012m2,.0163988
2012m3,-.020883
2012m4,-.1168619
2012m5,-.4224476
2012m6,-.7230506
2012m7,-.4330531
2012m8,.0836844
2012m9,.5133275
2012m10,.5379918
2012m11,.0645885
2012m12,-.3455992
2013m1,-.2784659
2013m2,.0995014
2013m3,.4236732
2013m4,.3066548
2013m5,-.4215357
2013m6,-1.104385
2013m7,-1.427092
2013m8,-1.275748
2013m9,-.8484786
2013m10,-.8471303
2013m11,-1.138833
2013m12,-1.261106
2014m1,-1.07943
2014m2,-.7630169
2014m3,-.56288
2014m4,-.6001266
2014m5,-1.029979
2014m6,-1.233865
2014m7,-.9780602
2014m8,-.5042202
2014m9,.133428
2014m10,.5872971
2014m11,.6447437
2014m12,.5052866
2015m1,.5350112
2015m2,.8146266
2015m3,1.052463
2015m4,.9650392
2015m5,.1321243
2015m6,-.5741109
2015m7,-.7104872
2015m8,-.2146587
2015m9,.4548782
2015m10,.6456499
2015m11,.4573191
2015m12,.1063392
2016m1,.0854734
2016m2,.428908
2016m3,1.160085
2016m4,2.463959
