home_finance_f
.5972478
-.1185045
.2952461
.002767
.6256527
.9628337
1.112603
2.89489
.0896126
.2761351
-.3031514
.5505716
1.320302
.8572952
.5551829
.3230112
.9040677
1.376232
1.890265
.8730617
.102605
-.0096731
-.7875333
-.8020552
-.0738705
.360972
.4336234
-1.227908
-.2726144
1.504439
1.458131
.6595713
-1.218602
-1.68626
-1.841366
-.903701
-.4074466
-.8506357
-.92132
-.9874597
-.8872688
-.2264047
.4482199
.012529
-2.063732
-1.419393
-1.180557
-1.169436
.2135819
-.2906961
-.4022786
-.2159214
-.574346
.3822519
.7699127
.7075542
-1.718234
