date,cat_layoffs
2008m1,-1.470557
2008m2,-1.476679
2008m3,-1.514608
2008m4,-1.435177
2008m5,-1.37871
2008m6,-1.267717
2008m7,-1.14496
2008m8,-.952019
2008m9,-.3872356
2008m10,.4717887
2008m11,1.323586
2008m12,2.114952
2009m1,2.954728
2009m2,3.215164
2009m3,2.823575
2009m4,2.183736
2009m5,1.513295
2009m6,1.159839
2009m7,1.021074
2009m8,.9411882
2009m9,1.129158
2009m10,1.277733
2009m11,1.419344
2009m12,1.198265
2010m1,1.240055
2010m2,1.33261
2010m3,1.284035
2010m4,1.148504
2010m5,.9667339
2010m6,.9859651
2010m7,.7192569
2010m8,.1645013
2010m9,-.3038199
2010m10,-.4198217
2010m11,-.3086804
2010m12,-.0806198
2011m1,.0005347
2011m2,-.093649
2011m3,-.245366
2011m4,-.4009012
2011m5,-.5570797
2011m6,-.6052415
2011m7,-.5264888
2011m8,-.4039114
2011m9,-.3127821
2011m10,-.364343
2011m11,-.4659296
2011m12,-.4723971
2012m1,-.3274418
2012m2,-.2882164
2012m3,-.3050553
2012m4,-.2918245
2012m5,-.2817908
2012m6,-.3329278
2012m7,-.4165115
2012m8,-.314034
2012m9,-.1114353
2012m10,-.0014863
2012m11,.0162131
2012m12,-.1098466
2013m1,-.2227609
2013m2,-.4096623
2013m3,-.4668691
2013m4,-.4442929
2013m5,-.49665
2013m6,-.5762427
2013m7,-.6461318
2013m8,-.6838406
2013m9,-.6351587
2013m10,-.606752
2013m11,-.6157105
2013m12,-.4184208
2014m1,-.0649175
2014m2,.0241839
2014m3,-.0624938
2014m4,-.164235
2014m5,-.3773265
2014m6,-.5680751
2014m7,-.7263254
2014m8,-.7799027
2014m9,-.6889697
2014m10,-.5894345
2014m11,-.4959261
2014m12,-.2114409
2015m1,.222364
2015m2,.3444684
2015m3,.1632128
2015m4,-.0727989
2015m5,-.4401111
2015m6,-.6372809
2015m7,-.5414793
2015m8,-.3942951
2015m9,-.2477356
2015m10,-.2355654
2015m11,-.3276246
2015m12,-.2583264
2016m1,.0139108
2016m2,.121659
2016m3,.0317667
2016m4,-.0513812
