date,cat_personal_security
2008m1,-1.27098
2008m2,-.9353206
2008m3,-.7918546
2008m4,-.7353428
2008m5,-1.103102
2008m6,-1.334466
2008m7,-1.310413
2008m8,-1.102324
2008m9,-.8305923
2008m10,-.3629947
2008m11,-.0719804
2008m12,.0624854
2009m1,.0339099
2009m2,.1030744
2009m3,.0439615
2009m4,-.1682747
2009m5,-.3989079
2009m6,-.7637002
2009m7,-.8917426
2009m8,-.5249486
2009m9,.0845499
2009m10,1.125356
2009m11,1.393453
2009m12,1.239614
2010m1,1.135148
2010m2,1.002501
2010m3,.9493573
2010m4,1.039634
2010m5,.986951
2010m6,.5300056
2010m7,.0276648
2010m8,-.201043
2010m9,-.2852677
2010m10,-.1744667
2010m11,.0512297
2010m12,.2995331
2011m1,.412766
2011m2,.3222852
2011m3,.1572394
2011m4,.0099994
2011m5,-.1639374
2011m6,-.4000837
2011m7,-.398079
2011m8,-.2192807
2011m9,.0800122
2011m10,.0380233
2011m11,-.1932063
2011m12,-.3966781
2012m1,-.3630271
2012m2,-.1090588
2012m3,.0985106
2012m4,.0310628
2012m5,-.2272834
2012m6,-.3597114
2012m7,-.1323425
2012m8,-.1820895
2012m9,-.1711656
2012m10,.2109649
2012m11,1.071741
2012m12,2.238066
2013m1,2.422042
2013m2,1.678237
2013m3,1.13136
2013m4,.9021748
2013m5,.1465696
2013m6,-.5499719
2013m7,-.8301579
2013m8,-.8923233
2013m9,-.8628207
2013m10,-.7917398
2013m11,-.6484325
2013m12,-.507022
2014m1,-.2961495
2014m2,-.1269433
2014m3,-.161335
2014m4,-.2690791
2014m5,-.4850149
2014m6,-.558834
2014m7,-.5427778
2014m8,-.4897669
2014m9,-.3369142
2014m10,-.2362494
2014m11,-.2483856
2014m12,-.1677912
2015m1,-.0561439
2015m2,-.1811513
2015m3,-.3219765
2015m4,-.4675154
2015m5,-.586448
2015m6,-.5204524
2015m7,-.5221127
2015m8,-.3986927
2015m9,.1800936
2015m10,1.183196
2015m11,2.016103
2015m12,1.822182
2016m1,1.21129
2016m2,.7216903
2016m3,.4131259
2016m4,.0227024
