date,cat_healthy_habits
2011m1,.8669883
2011m2,.7157717
2011m3,.686157
2011m4,.5493159
2011m5,.2530933
2011m6,-.0990616
2011m7,-.5062894
2011m8,-.8353255
2011m9,-1.051431
2011m10,-1.197293
2011m11,-1.075097
2011m12,-.7232727
2012m1,.09133
2012m2,.7873089
2012m3,1.25686
2012m4,1.446395
2012m5,1.069039
2012m6,.720601
2012m7,.6628051
2012m8,.3836238
2012m9,-.2429094
2012m10,-.7108982
2012m11,-.8855442
2012m12,-.6489735
2013m1,.0347934
2013m2,.7392552
2013m3,1.284761
2013m4,1.474649
2013m5,1.120807
2013m6,.6833127
2013m7,-.0689229
2013m8,-.8025259
2013m9,-1.083254
2013m10,-1.100634
2013m11,-1.010128
2013m12,-.6881264
2014m1,-.0480868
2014m2,.2277785
2014m3,.2216586
2014m4,.2752516
2014m5,.3812357
2014m6,.7115403
2014m7,.3878723
2014m8,-.3733009
2014m9,-.9849226
2014m10,-1.229918
2014m11,-1.11148
2014m12,-.7179081
2015m1,-.2143558
2015m2,.1270259
2015m3,.1853789
2015m4,-.0643731
2015m5,-.0915916
2015m6,.2875773
2015m7,.2075601
2015m8,-.451856
2015m9,-.9607692
2015m10,-1.103674
2015m11,-.8270578
2015m12,-.2519103
2016m1,.5505003
2016m2,1.011009
2016m3,1.063641
2016m4,.6959934
