date,swb_stress
2008m1,-1.41322
2008m2,-1.260123
2008m3,-.9283443
2008m4,-.6668096
2008m5,-.4826578
2008m6,-.285266
2008m7,-.1022181
2008m8,.1224813
2008m9,.0249008
2008m10,.0447369
2008m11,-.1906533
2008m12,-.2657866
2009m1,-.0245999
2009m2,.4104382
2009m3,.3905397
2009m4,.1964488
2009m5,.0282579
2009m6,.0837583
2009m7,.2503635
2009m8,.5771752
2009m9,1.098573
2009m10,2.084405
2009m11,2.294707
2009m12,2.123631
2010m1,1.712076
2010m2,1.468848
2010m3,1.401019
2010m4,1.520434
2010m5,1.602675
2010m6,1.887441
2010m7,2.387774
2010m8,2.570397
2010m9,2.602205
2010m10,2.508768
2010m11,2.023017
2010m12,1.5234
2011m1,1.110422
2011m2,.9067622
2011m3,.979936
2011m4,1.161801
2011m5,1.195586
2011m6,1.075407
2011m7,1.26173
2011m8,1.689585
2011m9,2.115279
2011m10,2.519703
2011m11,2.335503
2011m12,1.782677
2012m1,1.227114
2012m2,1.145116
2012m3,1.328173
2012m4,1.529455
2012m5,1.397185
2012m6,1.254051
2012m7,1.38694
2012m8,1.812493
2012m9,2.254996
2012m10,2.439032
2012m11,2.302663
2012m12,1.865813
2013m1,1.257568
2013m2,.8187215
2013m3,.7498565
2013m4,.8514562
2013m5,.8465781
2013m6,.8263785
2013m7,1.020406
2013m8,1.358338
2013m9,1.598816
2013m10,1.82886
2013m11,1.731214
2013m12,1.406546
2014m1,1.081951
2014m2,.7703114
2014m3,.5541962
2014m4,.4162878
2014m5,.1978503
2014m6,.0708423
2014m7,.3272795
2014m8,.5769346
2014m9,.8224503
2014m10,1.027671
2014m11,1.068946
2014m12,.9597992
2015m1,.7324691
2015m2,.6955667
2015m3,.7980925
2015m4,.8530173
2015m5,.6585758
2015m6,.622446
2015m7,.9185364
2015m8,1.164011
2015m9,1.141417
2015m10,1.041997
2015m11,.7475197
2015m12,.4313444
2016m1,.2200511
2016m2,.1950404
2016m3,.4259294
2016m4,.9414389
