date,cat_job_growth
2011m1,-.5046575
2011m2,.4297768
2011m3,1.075224
2011m4,1.400534
2011m5,1.182368
2011m6,.9933244
2011m7,.619536
2011m8,.3927211
2011m9,.4805453
2011m10,.2974761
2011m11,-.5252755
2011m12,-1.370458
2012m1,-1.640067
2012m2,-1.434685
2012m3,-1.152792
2012m4,-.5140204
2012m5,.0314589
2012m6,-.0464759
2012m7,-.2197705
2012m8,-.2691541
2012m9,.0216604
2012m10,.2467723
2012m11,-.1365261
2012m12,-.5608465
2013m1,-.4215296
2013m2,.0062415
2013m3,.2431214
2013m4,.1038521
2013m5,-.091905
2013m6,-.0580106
2013m7,-.0906277
2013m8,.0232861
2013m9,.3501543
2013m10,.4356396
2013m11,.2035277
2013m12,-.1418569
2014m1,-.2078729
2014m2,.0699731
2014m3,-.1021274
2014m4,-.4229492
2014m5,-.7897952
2014m6,-.9066502
2014m7,-.9145484
2014m8,-.6900607
2014m9,-.2904501
2014m10,-.1744622
2014m11,-.0864253
2014m12,.0478087
2015m1,.358654
2015m2,.6079777
2015m3,.4784154
2015m4,.3618468
2015m5,-.0228824
2015m6,-.3436418
2015m7,-.5405906
2015m8,-.4162062
2015m9,.0173021
2015m10,-.0110761
2015m11,-.1606583
2015m12,-.1669012
2016m1,-.045313
2016m2,.4031808
2016m3,1.433741
2016m4,3.15515
