date,cat_healthy_habits
2011m1,.609748
2011m2,.4621478
2011m3,.3651226
2011m4,.2076009
2011m5,.1607951
2011m6,-.0073932
2011m7,-.3483395
2011m8,-.6246572
2011m9,-.8213346
2011m10,-.990652
2011m11,-1.126612
2011m12,-.9090534
2012m1,-.1777943
2012m2,.224883
2012m3,.3927481
2012m4,.5227265
2012m5,.7619374
2012m6,.9025797
2012m7,.7669439
2012m8,.3283649
2012m9,-.5347136
2012m10,-1.493643
2012m11,-2.112045
2012m12,-2.080247
2013m1,-.9166273
2013m2,.3794481
2013m3,1.080306
2013m4,1.165377
2013m5,.9460348
2013m6,.6496208
2013m7,.3258536
2013m8,-.2183706
2013m9,-.6963014
2013m10,-.8676713
2013m11,-.8240228
2013m12,-.3801023
2014m1,.4087012
2014m2,.7557389
2014m3,.7052257
2014m4,.2737396
2014m5,-.3645489
2014m6,-.3307065
2014m7,-.0777056
2014m8,-.1855655
2014m9,-.4830031
2014m10,-.6702621
2014m11,-.5225323
2014m12,-.1267594
2015m1,.5988749
2015m2,.9740941
2015m3,.9954759
2015m4,.8642882
2015m5,.6374906
2015m6,.42075
2015m7,.18662
2015m8,-.2687631
2015m9,-.6400086
2015m10,-.7910651
2015m11,-.6595058
2015m12,-.1009026
2016m1,.6620916
2016m2,1.061817
2016m3,.9871441
2016m4,.5666188
