date,cat_civic_engagement
2011m1,.4297241
2011m2,.6438028
2011m3,.6887793
2011m4,.508907
2011m5,.2739393
2011m6,.0225882
2011m7,-.1427657
2011m8,.0347442
2011m9,.5531318
2011m10,.9436632
2011m11,1.012328
2011m12,.7568902
2012m1,.6631858
2012m2,.6803122
2012m3,.7064529
2012m4,.6755009
2012m5,.3975097
2012m6,-.0116765
2012m7,-.1899584
2012m8,.1886296
2012m9,.8971835
2012m10,1.299886
2012m11,1.268327
2012m12,.8281076
2013m1,.6113283
2013m2,.5747271
2013m3,.5691283
2013m4,.4742796
2013m5,.0144525
2013m6,-.5536928
2013m7,-.8580927
2013m8,-.6945853
2013m9,-.1568125
2013m10,.1806099
2013m11,.0650122
2013m12,-.1865904
2014m1,-.1990353
2014m2,.0210578
2014m3,.1083992
2014m4,.0035743
2014m5,-.3649184
2014m6,-.9491485
2014m7,-1.413967
2014m8,-1.481876
2014m9,-1.256407
2014m10,-1.1435
2014m11,-1.26281
2014m12,-1.536289
2015m1,-1.691846
2015m2,-1.695395
2015m3,-1.649987
2015m4,-1.645912
2015m5,-1.607385
2015m6,-1.375657
2015m7,-.8169259
2015m8,-.1990938
2015m9,.5346271
2015m10,.9175003
2015m11,.9031764
2015m12,.655203
2016m1,.564748
2016m2,.7966806
2016m3,1.101578
2016m4,1.514651
