date,cat_healthy_habits
2008m1,.2998514
2008m2,-.4764597
2008m3,-.9020898
2008m4,-1.000478
2008m5,-1.056606
2008m6,-1.092215
2008m7,-1.225942
2008m8,-1.592001
2008m9,-1.734907
2008m10,-1.613449
2008m11,-1.389513
2008m12,-.9844662
2009m1,-.6007224
2009m2,-.5807059
2009m3,-.4166175
2009m4,-.5410789
2009m5,-.5529174
2009m6,-.3886614
2009m7,-.1696121
2009m8,-.2019768
2009m9,-.1462464
2009m10,.2243403
2009m11,.6679723
2009m12,1.10126
2010m1,1.832256
2010m2,2.106684
2010m3,2.173692
2010m4,2.039815
2010m5,1.89186
2010m6,1.651732
2010m7,1.207249
2010m8,.8650124
2010m9,.7378545
2010m10,.3857741
2010m11,.0200944
2010m12,.2525776
2011m1,.8294506
2011m2,.9503451
2011m3,.8838389
2011m4,.8043149
2011m5,.7720159
2011m6,.7744396
2011m7,.5151873
2011m8,.1068172
2011m9,-.0895325
2011m10,-.1836908
2011m11,-.4101307
2011m12,-.314373
2012m1,.1435944
2012m2,.3335634
2012m3,.416801
2012m4,.3947306
2012m5,.2988343
2012m6,.1024669
2012m7,-.2131132
2012m8,-.5193844
2012m9,-.7260391
2012m10,-.9636338
2012m11,-1.170679
2012m12,-.9227391
2013m1,-.179082
2013m2,.179557
2013m3,.2704002
2013m4,.3483723
2013m5,.2304301
2013m6,.1338949
2013m7,-.0240935
2013m8,-.2166222
2013m9,-.2720085
2013m10,-.4510659
2013m11,-.6890808
2013m12,-.5854256
2014m1,.026304
2014m2,.2877481
2014m3,.1958496
2014m4,.1397018
2014m5,.1834109
2014m6,.1671157
2014m7,-.0616155
2014m8,-.4224947
2014m9,-.7991385
2014m10,-1.09927
2014m11,-1.246702
2014m12,-.9815249
2015m1,-.287389
2015m2,.1038891
2015m3,.3169937
2015m4,.3645277
2015m5,.34314
2015m6,.4926303
2015m7,.3755828
2015m8,.0879538
2015m9,-.1934782
2015m10,-.4740659
2015m11,-.6012985
2015m12,-.5279286
2016m1,-.0276389
2016m2,.2240216
2016m3,.6730025
2016m4,1.390954
