date,swb_job_satisfaction
2008m1,-.0735231
2008m2,-.1185169
2008m3,-.315248
2008m4,-.4830583
2008m5,-.5935441
2008m6,-.6341686
2008m7,-.6761847
2008m8,-.4393092
2008m9,-.1078965
2008m10,.3138302
2008m11,.582772
2008m12,.6406188
2009m1,.7185687
2009m2,.6268042
2009m3,.363432
2009m4,.1337299
2009m5,.1919063
2009m6,.3901698
2009m7,.3459156
2009m8,.4414965
2009m9,.5978915
2009m10,.942408
2009m11,1.274171
2009m12,1.474375
2010m1,1.812353
2010m2,2.069177
2010m3,1.916073
2010m4,1.429629
2010m5,1.278543
2010m6,.8998507
2010m7,.5304499
2010m8,.419097
2010m9,.5424258
2010m10,.8427315
2010m11,1.073208
2010m12,.6967605
2011m1,.1147148
2011m2,-.3720729
2011m3,-.6878638
2011m4,-.804623
2011m5,-.9014505
2011m6,-.9328471
2011m7,-.8704868
2011m8,-.7759638
2011m9,-.5081631
2011m10,-.284117
2011m11,-.276762
2011m12,-.306425
2012m1,-.2434349
2012m2,-.1855366
2012m3,-.3622318
2012m4,-.4934318
2012m5,-.6597434
2012m6,-.7291718
2012m7,-.6360687
2012m8,-.4568408
2012m9,-.2793684
2012m10,-.1594782
2012m11,-.2534685
2012m12,-.4510331
2013m1,-.5740718
2013m2,-.6126309
2013m3,-.6914645
2013m4,-.8230726
2013m5,-.9952818
2013m6,-1.005277
2013m7,-.9921713
2013m8,-1.052996
2013m9,-1.103542
2013m10,-1.18318
2013m11,-1.241506
2013m12,-1.174692
2014m1,-1.043483
2014m2,-1.12051
2014m3,-1.2469
2014m4,-1.296405
2014m5,-1.393945
2014m6,-1.509448
2014m7,-1.608354
2014m8,-1.604198
2014m9,-1.50914
2014m10,-1.509694
2014m11,-1.645652
2014m12,-1.832397
2015m1,-1.759918
2015m2,-1.548861
2015m3,-1.47002
2015m4,-1.509525
2015m5,-1.624601
2015m6,-1.658696
2015m7,-1.573031
2015m8,-1.526864
2015m9,-1.443573
2015m10,-1.34989
2015m11,-1.091689
2015m12,-.7533854
2016m1,-.7259365
2016m2,-1.033329
2016m3,-1.273714
2016m4,-1.290494
