date,swb_worry
2011m1,-.3013797
2011m2,-.1930154
2011m3,-.267102
2011m4,-.3430895
2011m5,-.1522206
2011m6,.2060873
2011m7,.6076884
2011m8,1.076028
2011m9,1.144384
2011m10,.7055278
2011m11,.171937
2011m12,-.1083442
2012m1,-.1239115
2012m2,-.0897911
2012m3,-.0769482
2012m4,-.1580181
2012m5,-.410067
2012m6,-.6261672
2012m7,-.5825151
2012m8,-.1959258
2012m9,.4362908
2012m10,.7095928
2012m11,.5878236
2012m12,.3265675
2013m1,.0806373
2013m2,-.38933
2013m3,-.7491078
2013m4,-.995281
2013m5,-1.127425
2013m6,-1.099434
2013m7,-1.007097
2013m8,-.8475837
2013m9,-.8394705
2013m10,-.9999102
2013m11,-1.244867
2013m12,-1.29468
2014m1,-1.176105
2014m2,-1.119276
2014m3,-1.281353
2014m4,-1.503059
2014m5,-1.633499
2014m6,-1.668838
2014m7,-1.597362
2014m8,-1.497605
2014m9,-1.309493
2014m10,-1.280818
2014m11,-1.582427
2014m12,-1.942598
2015m1,-2.005142
2015m2,-2.060227
2015m3,-2.163817
2015m4,-2.286587
2015m5,-2.332316
2015m6,-2.200696
2015m7,-1.823926
2015m8,-1.47137
2015m9,-1.072572
2015m10,-.9944518
2015m11,-1.493557
2015m12,-1.886597
2016m1,-2.035637
2016m2,-2.011154
2016m3,-1.954809
2016m4,-1.824266
