date,cat_education
2011m1,.9304045
2011m2,.9558858
2011m3,.8006995
2011m4,.5593841
2011m5,.1193976
2011m6,-.1419909
2011m7,.0453524
2011m8,.680382
2011m9,1.158397
2011m10,1.13218
2011m11,.7375888
2011m12,.2741967
2012m1,.293377
2012m2,.4144697
2012m3,.3715468
2012m4,.0939337
2012m5,-.466258
2012m6,-.8446935
2012m7,-.607344
2012m8,.143176
2012m9,.6740769
2012m10,.61384
2012m11,.1632381
2012m12,-.225948
2013m1,-.1367918
2013m2,.0388429
2013m3,.097349
2013m4,-.0105369
2013m5,-.5139039
2013m6,-1.063109
2013m7,-1.283464
2013m8,-.8806978
2013m9,-.5171768
2013m10,-.9283126
2013m11,-1.405737
2013m12,-1.538182
2014m1,-1.251353
2014m2,-.9264718
2014m3,-.8612469
2014m4,-.9721197
2014m5,-1.24611
2014m6,-1.298911
2014m7,-.8021677
2014m8,.1433149
2014m9,.8061253
2014m10,.764797
2014m11,.3268588
2014m12,.0005144
2015m1,.1345293
2015m2,.4185744
2015m3,.69718
2015m4,.7245625
2015m5,.1805804
2015m6,-.3886155
2015m7,-.3565641
2015m8,.3822592
2015m9,.8748562
2015m10,.7223734
2015m11,.2500446
2015m12,-.0773502
2016m1,.0657444
2016m2,.3009449
2016m3,.5648487
2016m4,1.089229
