summer_leisure_f
-.7976303
-.4553604
-.1809612
.0846692
1.49549
1.649951
1.782384
.3076115
-.8644329
-1.074855
-1.215886
.068409
-.2378977
-.0881889
.6072101
.5290776
.8426189
1.777798
.973348
-.180357
-.9662213
-1.370866
-1.315283
-.9695677
-1.154113
-.859672
-.1858853
-.3821081
1.150402
2.095733
1.557473
.4144439
-.5464265
-.9765163
-1.329857
-.7846709
-.8261413
-.6976175
-.1118999
.3300085
1.149364
1.636151
1.531931
.3288278
-.6594897
-1.132743
-1.362584
-1.038231
-.8395217
-.7340927
-.2668416
-.1539249
.8707538
1.443014
1.209777
.2868469
-.3634493
