date,swb_happiness
2011m1,-.9490017
2011m2,.0563289
2011m3,.6629686
2011m4,.782039
2011m5,.6685141
2011m6,.2361246
2011m7,-.1618613
2011m8,-.6441842
2011m9,-.9144282
2011m10,-.19816
2011m11,.5760329
2011m12,.6624921
2012m1,.3303479
2012m2,.4158417
2012m3,.6188285
2012m4,.736694
2012m5,.7504189
2012m6,.653278
2012m7,.4827943
2012m8,.1780852
2012m9,.2026411
2012m10,.4391879
2012m11,.482695
2012m12,.3638037
2013m1,.0213839
2013m2,.0611046
2013m3,.5217899
2013m4,1.030877
2013m5,1.220322
2013m6,1.122728
2013m7,.6601636
2013m8,.1518762
2013m9,-.2007019
2013m10,-.0848478
2013m11,.2001321
2013m12,.4553953
2014m1,.4504672
2014m2,.9013764
2014m3,1.372697
2014m4,1.796794
2014m5,1.74758
2014m6,1.281944
2014m7,.6505934
2014m8,-.0137854
2014m9,-.1534314
2014m10,.2986759
2014m11,.8370144
2014m12,1.040001
2015m1,.9258999
2015m2,1.068023
2015m3,1.348799
2015m4,1.72722
2015m5,1.752021
2015m6,1.458283
2015m7,.9502681
2015m8,.4426786
2015m9,.470678
2015m10,1.060752
2015m11,1.65008
2015m12,2.006565
2016m1,1.89362
2016m2,1.915902
2016m3,2.043948
2016m4,2.520383
