date,cat_job_growth
2011m1,.6520073
2011m2,.9822016
2011m3,1.13987
2011m4,1.21856
2011m5,.7756069
2011m6,.3848614
2011m7,.1670197
2011m8,.1966144
2011m9,.4161246
2011m10,.6338589
2011m11,.4322779
2011m12,.1592648
2012m1,.1837608
2012m2,.4186319
2012m3,.6242921
2012m4,.7729722
2012m5,.6659075
2012m6,.4640698
2012m7,.4061356
2012m8,.5251377
2012m9,.7557171
2012m10,.7128271
2012m11,.2435057
2012m12,-.4930374
2013m1,-.5556358
2013m2,-.1869525
2013m3,.1963179
2013m4,.3507278
2013m5,.0304847
2013m6,-.3590677
2013m7,-.7738841
2013m8,-1.014478
2013m9,-.9314778
2013m10,-.6483434
2013m11,-.607166
2013m12,-.9063227
2014m1,-1.007434
2014m2,-.8102049
2014m3,-.5586626
2014m4,-.3894676
2014m5,-.5797958
2014m6,-.9311314
2014m7,-1.059318
2014m8,-.7981365
2014m9,-.2939341
2014m10,.0643664
2014m11,.0926058
2014m12,.1818186
2015m1,.5643976
2015m2,.956446
2015m3,1.314723
2015m4,1.388106
2015m5,.9918057
2015m6,.5245198
2015m7,.5014598
2015m8,.7170447
2015m9,.9004576
2015m10,.403827
2015m11,-.6022785
2015m12,-1.472965
2016m1,-1.853815
2016m2,-1.925486
2016m3,-1.74642
2016m4,-1.604918
