family_stress_f
.4088344
.9873019
.2107306
.0486512
-1.019259
.4408127
.6610386
.9976174
-1.21631
-1.244223
-.3096584
.2604917
.5766335
.3715734
-.0282336
-.2964419
.3661768
-.178195
1.873536
.6185107
.501653
.2562244
1.145519
-.4195534
.5144676
-1.386033
-1.052877
2.253574
.5370831
-1.137584
-.1275777
.025531
-1.587592
-.9208331
-.4629767
-1.191117
-1.094677
1.334571
-.697544
-1.946114
-.9232553
-.893167
1.385524
-1.166759
2.260926
-.1768343
-.6983146
-.2857991
-.3692475
.7168173
-.7391947
-1.785993
.6683626
.5286396
.7051777
1.80105
.8983352
