date,cat_spirituality
2008m1,.6092281
2008m2,.6711532
2008m3,.5927062
2008m4,.3192561
2008m5,-.1709133
2008m6,-.6522963
2008m7,-.8993008
2008m8,-.7807471
2008m9,-.3562007
2008m10,-.0668817
2008m11,-.06062
2008m12,-.2697772
2009m1,-.4335207
2009m2,-.3842696
2009m3,-.3514338
2009m4,-.4977241
2009m5,-.8278652
2009m6,-1.147257
2009m7,-1.32552
2009m8,-1.211936
2009m9,-.9194775
2009m10,-.7534533
2009m11,-.8347883
2009m12,-1.0074
2010m1,-1.056907
2010m2,-.9917858
2010m3,-.9723914
2010m4,-1.052626
2010m5,-1.287639
2010m6,-1.556874
2010m7,-1.68065
2010m8,-1.571054
2010m9,-1.357848
2010m10,-1.253842
2010m11,-1.164872
2010m12,-.8263527
2011m1,-.0202661
2011m2,.6733061
2011m3,1.046223
2011m4,1.055499
2011m5,.6850241
2011m6,.2396442
2011m7,.0823787
2011m8,.3153208
2011m9,.8483608
2011m10,1.234897
2011m11,1.332081
2011m12,1.134838
2012m1,1.101292
2012m2,1.20649
2012m3,1.201488
2012m4,1.051313
2012m5,.678796
2012m6,.3638325
2012m7,.3677747
2012m8,.7146276
2012m9,1.21987
2012m10,1.457045
2012m11,1.421402
2012m12,1.224268
2013m1,1.065561
2013m2,1.071561
2013m3,1.109562
2013m4,1.04941
2013m5,.6394758
2013m6,.1000315
2013m7,-.229725
2013m8,-.1178691
2013m9,.3183625
2013m10,.5671293
2013m11,.5343669
2013m12,.4148446
2014m1,.4235214
2014m2,.5876694
2014m3,.626489
2014m4,.4191118
2014m5,-.0733063
2014m6,-.575049
2014m7,-.8649489
2014m8,-.8559662
2014m9,-.6703086
2014m10,-.6195599
2014m11,-.7726896
2014m12,-1.018744
2015m1,-1.164829
2015m2,-1.152613
2015m3,-1.130722
2015m4,-1.173457
2015m5,-1.229573
2015m6,-1.07281
2015m7,-.5426927
2015m8,.1540555
2015m9,.967842
2015m10,1.398375
2015m11,1.442114
2015m12,1.183285
2016m1,.9322289
2016m2,.9576169
2016m3,1.026264
2016m4,1.172364
