region,date,valeurs_république
PACA,2013m1,-.44306818
PACA,2013m2,-.47019419
PACA,2013m3,-.41811934
PACA,2013m4,-.1674085
PACA,2013m5,-.33954802
PACA,2013m6,-.58312148
PACA,2013m7,-1.5195472
PACA,2013m8,-1.4902458
PACA,2013m9,-.62404448
PACA,2013m10,-.66759044
PACA,2013m11,-.37467489
PACA,2013m12,-.53811395
PACA,2014m1,-.43282428
PACA,2014m2,-.037334781
PACA,2014m3,.24510477
PACA,2014m4,-.14061396
PACA,2014m5,-.056752469
PACA,2014m6,-.42124185
PACA,2014m7,-1.1614997
PACA,2014m8,-.99854618
PACA,2014m9,.14637889
PACA,2014m10,.14227386
PACA,2014m11,.15218754
PACA,2014m12,-.34194639
PACA,2015m1,1.1647345
PACA,2015m2,.38316602
PACA,2015m3,.29162332
PACA,2015m4,-.020060977
PACA,2015m5,-.018061496
PACA,2015m6,-.51766407
PACA,2015m7,-1.0618896
PACA,2015m8,-.72097117
PACA,2015m9,.54070109
PACA,2015m10,.63479418
PACA,2015m11,1.5334008
PACA,2015m12,.89799118
PACA,2016m1,.87321538
PACA,2016m2,.36907262
PACA,2016m3,.49454731
PACA,2016m4,.24642509
PACA,2016m5,.50681919
PACA,2016m6,.20247042
PACA,2016m7,-.60542315
PACA,2016m8,-.47393066
PACA,2016m9,1.0260013
PACA,2016m10,1.2014961
PACA,2016m11,1.4096513
PACA,2016m12,.32052478
PACA,2017m1,.65540081
PACA,2017m2,.55202055
PACA,2017m3,.82153606
