date,swb_respect
2008m1,-.8120221
2008m2,-1.254178
2008m3,-1.36888
2008m4,-.8079761
2008m5,-.1005347
2008m6,.3055284
2008m7,.1768799
2008m8,.2819634
2008m9,.3320397
2008m10,.189168
2008m11,.3216038
2008m12,.477946
2009m1,.6967388
2009m2,.759765
2009m3,.8078945
2009m4,1.158146
2009m5,1.320817
2009m6,1.514189
2009m7,1.835913
2009m8,2.23519
2009m9,2.511681
2009m10,2.437665
2009m11,2.169737
2009m12,2.159878
2010m1,2.738291
2010m2,2.712741
2010m3,2.361445
2010m4,1.87694
2010m5,1.375498
2010m6,1.215711
2010m7,1.266972
2010m8,1.283281
2010m9,.936435
2010m10,.6104628
2010m11,.6191179
2010m12,1.269901
2011m1,1.860808
2011m2,1.80382
2011m3,1.570182
2011m4,1.31257
2011m5,1.298282
2011m6,1.479544
2011m7,1.64077
2011m8,1.740925
2011m9,2.05937
2011m10,2.408408
2011m11,2.514043
2011m12,2.480265
2012m1,2.523484
2012m2,2.13454
2012m3,1.82634
2012m4,1.677511
2012m5,1.680143
2012m6,1.540696
2012m7,1.510825
2012m8,1.480519
2012m9,1.375725
2012m10,1.304902
2012m11,1.149913
2012m12,.8054969
2013m1,1.014891
2013m2,1.342894
2013m3,1.287255
2013m4,1.13922
2013m5,1.105321
2013m6,.9989649
2013m7,1.084553
2013m8,1.106276
2013m9,1.273614
2013m10,1.505647
2013m11,1.674113
2013m12,1.662805
2014m1,1.833842
2014m2,1.747015
2014m3,1.479843
2014m4,1.344313
2014m5,1.255801
2014m6,1.152747
2014m7,.862374
2014m8,.5661283
2014m9,.4384709
2014m10,.5126992
2014m11,.885326
2014m12,1.185852
2015m1,1.562684
2015m2,1.719609
2015m3,1.501086
2015m4,1.06843
2015m5,.9968948
2015m6,1.112101
2015m7,1.231999
2015m8,1.25094
2015m9,1.129517
2015m10,.8111873
2015m11,.5161671
2015m12,.5170054
2016m1,1.19575
2016m2,1.560514
2016m3,1.252263
2016m4,.506229
