date,swb_anger
2008m1,.3682619
2008m2,.4409007
2008m3,.3812963
2008m4,.5014601
2008m5,.8173724
2008m6,.9283929
2008m7,.8727525
2008m8,.5604846
2008m9,.434996
2008m10,.4129358
2008m11,.1790791
2008m12,-.0971233
2009m1,-.1821282
2009m2,-.0142523
2009m3,.3981264
2009m4,.931462
2009m5,1.429858
2009m6,1.606964
2009m7,1.519496
2009m8,1.010477
2009m9,.264724
2009m10,.0921875
2009m11,.7350354
2009m12,1.309643
2010m1,1.217028
2010m2,1.257333
2010m3,1.00059
2010m4,1.296387
2010m5,1.90072
2010m6,2.298862
2010m7,2.490208
2010m8,2.362746
2010m9,1.988645
2010m10,1.804533
2010m11,1.751483
2010m12,1.312721
2011m1,.4005427
2011m2,.0179355
2011m3,.4241027
2011m4,.9355927
2011m5,1.448654
2011m6,1.840424
2011m7,1.96964
2011m8,1.556264
2011m9,.9224858
2011m10,.7657945
2011m11,.8925114
2011m12,.9970648
2012m1,.6120082
2012m2,.200322
2012m3,-.0782973
2012m4,.0736897
2012m5,.4222259
2012m6,.8994821
2012m7,1.223618
2012m8,1.344875
2012m9,.9355381
2012m10,.5989498
2012m11,.6242689
2012m12,.6652168
2013m1,.5107668
2013m2,.3154996
2013m3,.4572532
2013m4,.6034364
2013m5,.9584118
2013m6,1.192876
2013m7,1.345739
2013m8,1.297347
2013m9,.9577531
2013m10,.606908
2013m11,.3893673
2013m12,.2858615
2014m1,.0189963
2014m2,-.0168164
2014m3,.3372932
2014m4,.7900401
2014m5,1.28231
2014m6,1.850898
2014m7,2.189723
2014m8,2.11608
2014m9,1.798502
2014m10,1.601771
2014m11,1.402978
2014m12,1.224304
2015m1,1.115523
2015m2,1.055035
2015m3,1.097862
2015m4,1.440024
2015m5,1.765112
2015m6,2.352455
2015m7,2.547189
2015m8,2.289633
2015m9,1.615141
2015m10,1.221581
2015m11,1.099362
2015m12,.9711314
2016m1,1.096608
2016m2,1.647375
2016m3,2.759845
2016m4,4.291266
