date,cat_layoffs
2011m1,1.079117
2011m2,.7617652
2011m3,.4904023
2011m4,.4577353
2011m5,.3574059
2011m6,.4144937
2011m7,.5519606
2011m8,.6389083
2011m9,.7781024
2011m10,.8168816
2011m11,.8199896
2011m12,.8946368
2012m1,.9627374
2012m2,.7256237
2012m3,.516575
2012m4,.3513176
2012m5,.1814345
2012m6,.1039835
2012m7,.1866732
2012m8,.4681063
2012m9,.9392231
2012m10,1.174887
2012m11,1.201875
2012m12,1.159898
2013m1,.9603786
2013m2,.2844288
2013m3,-.1954279
2013m4,-.3428968
2013m5,-.4734572
2013m6,-.6405627
2013m7,-.6938576
2013m8,-.6518895
2013m9,-.4732942
2013m10,-.4813162
2013m11,-.7004309
2013m12,-.5673395
2014m1,-.161263
2014m2,-.277674
2014m3,-.6325265
2014m4,-.7617111
2014m5,-.812822
2014m6,-.8335348
2014m7,-.9714813
2014m8,-1.215808
2014m9,-1.329694
2014m10,-1.363985
2014m11,-1.328422
2014m12,-1.237818
2015m1,-1.003203
2015m2,-.8867284
2015m3,-.9254075
2015m4,-1.055444
2015m5,-1.224075
2015m6,-1.062908
2015m7,-.5473082
2015m8,.1295281
2015m9,.7971867
2015m10,.4942268
2015m11,.0635214
2015m12,.1757582
2016m1,.8588108
2016m2,1.364397
2016m3,1.07566
2016m4,.6146545
