date,swb_enjoyment
2008m1,-.1005343
2008m2,.3754441
2008m3,.6361707
2008m4,.7052349
2008m5,.8130398
2008m6,.8520111
2008m7,.6401374
2008m8,.1961502
2008m9,-.2469231
2008m10,-.5704498
2008m11,-.7664645
2008m12,-1.186622
2009m1,-1.555246
2009m2,-1.289148
2009m3,-.6153826
2009m4,.1275264
2009m5,.3436283
2009m6,.2891532
2009m7,.0686146
2009m8,-.3334526
2009m9,-.5908291
2009m10,-.5407191
2009m11,-.104003
2009m12,.0841851
2010m1,-.1451437
2010m2,-.4750857
2010m3,-.5294948
2010m4,-.141926
2010m5,.3129687
2010m6,.4701506
2010m7,.0525671
2010m8,-.6069359
2010m9,-.6979614
2010m10,-.4093789
2010m11,-.0845511
2010m12,.1428522
2011m1,.493778
2011m2,.8724633
2011m3,1.075832
2011m4,1.227126
2011m5,1.351696
2011m6,1.035207
2011m7,.5764848
2011m8,.2513356
2011m9,.3304653
2011m10,.5751985
2011m11,.9238948
2011m12,1.175504
2012m1,1.246607
2012m2,1.222719
2012m3,1.110807
2012m4,1.165648
2012m5,1.09757
2012m6,.9319488
2012m7,.8081633
2012m8,.6738329
2012m9,.7019613
2012m10,.7658283
2012m11,.8464181
2012m12,.8627554
2013m1,.6721912
2013m2,.762749
2013m3,1.022763
2013m4,1.26216
2013m5,1.484717
2013m6,1.538348
2013m7,1.427917
2013m8,1.155233
2013m9,.9011143
2013m10,.8559789
2013m11,1.02764
2013m12,1.112588
2014m1,1.08221
2014m2,1.272749
2014m3,1.560847
2014m4,1.868091
2014m5,2.04538
2014m6,1.809105
2014m7,1.402927
2014m8,1.248285
2014m9,1.430765
2014m10,1.703735
2014m11,1.888377
2014m12,1.928488
2015m1,1.851416
2015m2,2.035127
2015m3,2.275768
2015m4,2.325951
2015m5,2.15161
2015m6,1.841945
2015m7,1.612277
2015m8,1.540988
2015m9,1.773747
2015m10,2.038445
2015m11,2.238127
2015m12,2.278727
2016m1,2.02852
2016m2,1.84526
2016m3,1.468387
2016m4,.8088567
