date,cat_housing
2011m1,.3779395
2011m2,.0425422
2011m3,-.1397896
2011m4,-.328049
2011m5,-.3960375
2011m6,-.1194311
2011m7,.5353605
2011m8,1.389502
2011m9,1.436689
2011m10,1.023732
2011m11,.4399278
2011m12,.3303785
2012m1,.7625124
2012m2,.8588777
2012m3,.7092282
2012m4,.6665099
2012m5,.8945129
2012m6,1.229007
2012m7,1.194887
2012m8,.7954682
2012m9,.337443
2012m10,-.1357312
2012m11,-.3515559
2012m12,-.1863756
2013m1,.3796536
2013m2,.5743687
2013m3,.6688376
2013m4,.823644
2013m5,.9317213
2013m6,1.109559
2013m7,.8749202
2013m8,.2027158
2013m9,-.5533397
2013m10,-1.152724
2013m11,-1.48998
2013m12,-1.421555
2014m1,-.8824914
2014m2,-.4830075
2014m3,-.2952159
2014m4,-.2633966
2014m5,-.3122926
2014m6,-.2994355
2014m7,-.357347
2014m8,-.5939234
2014m9,-.9555405
2014m10,-1.177556
2014m11,-1.229223
2014m12,-.7612333
2015m1,.1735134
2015m2,.6407755
2015m3,.6781161
2015m4,.4864119
2015m5,.2619793
2015m6,.1486249
2015m7,-.0421015
2015m8,-.4451833
2015m9,-.974003
2015m10,-1.415944
2015m11,-1.584703
2015m12,-1.367273
2016m1,-.878441
2016m2,-.5022874
2016m3,-.2354544
2016m4,.3512638
