date,cat_social_progress
2011m1,-.2960697
2011m2,.0966546
2011m3,.2159815
2011m4,-.041112
2011m5,-.6433805
2011m6,-1.082403
2011m7,-1.050749
2011m8,-.4019029
2011m9,.2159464
2011m10,.2546675
2011m11,-.1396713
2011m12,-.5353341
2012m1,-.4362184
2012m2,-.0529667
2012m3,.2080165
2012m4,.0506325
2012m5,-.6198592
2012m6,-1.190344
2012m7,-1.121719
2012m8,-.4985583
2012m9,.026249
2012m10,.0677935
2012m11,-.1922798
2012m12,-.268478
2013m1,.0145768
2013m2,.3575131
2013m3,.324273
2013m4,.0515605
2013m5,-.518661
2013m6,-.9542224
2013m7,-.858744
2013m8,-.5625284
2013m9,-.3743839
2013m10,-.3272137
2013m11,-.4322579
2013m12,-.5352276
2014m1,-.2753949
2014m2,.2402783
2014m3,.4247237
2014m4,.2684416
2014m5,-.3274323
2014m6,-.8595281
2014m7,-.9619082
2014m8,-.5611584
2014m9,-.1116785
2014m10,.0328782
2014m11,-.018449
2014m12,-.1591888
2015m1,-.120259
2015m2,.026575
2015m3,.1350882
2015m4,.0092876
2015m5,-.3749778
2015m6,-.5225717
2015m7,-.0560602
2015m8,.9289626
2015m9,1.844777
2015m10,2.011627
2015m11,1.704734
2015m12,1.317648
2016m1,1.317202
2016m2,1.733593
2016m3,1.882587
2016m4,1.720625
