region,date,travail
Auvergne,2013m1,1.5518219
Auvergne,2013m2,.47885239
Auvergne,2013m3,.8632791
Auvergne,2013m4,-.22014625
Auvergne,2013m5,-.67808044
Auvergne,2013m6,.19100668
Auvergne,2013m7,-1.8762729
Auvergne,2013m8,-1.1393737
Auvergne,2013m9,.72512782
Auvergne,2013m10,.0060630171
Auvergne,2013m11,-.28639665
Auvergne,2013m12,-.72024482
Auvergne,2014m1,-.11882115
Auvergne,2014m2,.4701505
Auvergne,2014m3,-.22553101
Auvergne,2014m4,-.70833194
Auvergne,2014m5,-.70097643
Auvergne,2014m6,-.29374096
Auvergne,2014m7,-.97811252
Auvergne,2014m8,-1.4978012
Auvergne,2014m9,1.0710807
Auvergne,2014m10,.4966982
Auvergne,2014m11,.27813667
Auvergne,2014m12,-1.4719269
Auvergne,2015m1,.82081008
Auvergne,2015m2,1.1714462
Auvergne,2015m3,.89559251
Auvergne,2015m4,.50199538
Auvergne,2015m5,.29102436
Auvergne,2015m6,.3524313
Auvergne,2015m7,-1.7236905
Auvergne,2015m8,-1.3040514
Auvergne,2015m9,.67651808
Auvergne,2015m10,.77824223
Auvergne,2015m11,.056112863
Auvergne,2015m12,-1.1616064
Auvergne,2016m1,1.2061948
Auvergne,2016m2,.46025831
Auvergne,2016m3,.57609588
Auvergne,2016m4,.90508127
Auvergne,2016m5,.51297837
Auvergne,2016m6,-.34500217
Auvergne,2016m7,-1.6260926
Auvergne,2016m8,-1.6210223
Auvergne,2016m9,.77264214
Auvergne,2016m10,.6642012
Auvergne,2016m11,.61796147
Auvergne,2016m12,-.60018778
Auvergne,2017m1,.68761444
Auvergne,2017m2,1.0232397
Auvergne,2017m3,.81351221
