date,swb_stress
2011m1,-.8310211
2011m2,-.0031869
2011m3,.2112414
2011m4,-.1140347
2011m5,-.5550621
2011m6,-.9463893
2011m7,-.7522116
2011m8,.0384877
2011m9,.554231
2011m10,.9825627
2011m11,.7727597
2011m12,.6192817
2012m1,.7338811
2012m2,.9005508
2012m3,.6237943
2012m4,.1060566
2012m5,-.3176765
2012m6,-.6430876
2012m7,-.6153243
2012m8,-.384647
2012m9,.000965
2012m10,.5130472
2012m11,.8428343
2012m12,.8186995
2013m1,1.022004
2013m2,.8339055
2013m3,.1640159
2013m4,-.528436
2013m5,-.9135981
2013m6,-1.146276
2013m7,-1.314219
2013m8,-1.374239
2013m9,-1.512542
2013m10,-1.560953
2013m11,-1.711069
2013m12,-1.123098
2014m1,-.38324
2014m2,-.1876857
2014m3,-.3541869
2014m4,-.7259609
2014m5,-.9795778
2014m6,-1.267813
2014m7,-1.274478
2014m8,-1.256099
2014m9,-1.205205
2014m10,-1.080842
2014m11,-.9451821
2014m12,-.7342378
2015m1,-.6064482
2015m2,-.7512119
2015m3,-.8112677
2015m4,-.7988658
2015m5,-.9375715
2015m6,-.9336137
2015m7,-.8073204
2015m8,-.5684561
2015m9,-.39574
2015m10,-.5305443
2015m11,-.8665403
2015m12,-1.062714
2016m1,-1.095956
2016m2,-.8192672
2016m3,.0449812
2016m4,1.224526
