date,cat_summer_leisure
2011m1,-.9781496
2011m2,-.5018905
2011m3,.1001961
2011m4,.7802361
2011m5,1.380945
2011m6,1.690183
2011m7,1.48887
2011m8,.7937312
2011m9,-.0041618
2011m10,-.6210563
2011m11,-1.031933
2011m12,-1.174556
2012m1,-1.004492
2012m2,-.6026706
2012m3,-.0004951
2012m4,.6286334
2012m5,1.124953
2012m6,1.284079
2012m7,1.035551
2012m8,.4610423
2012m9,-.1934191
2012m10,-.7416373
2012m11,-1.085535
2012m12,-1.158723
2013m1,-1.018379
2013m2,-.7358384
2013m3,-.2587015
2013m4,.3338476
2013m5,.8934982
2013m6,1.255176
2013m7,1.247127
2013m8,.8289583
2013m9,.1002412
2013m10,-.5047514
2013m11,-.9022371
2013m12,-1.12485
2014m1,-1.165165
2014m2,-.9934925
2014m3,-.524372
2014m4,.1258217
2014m5,.8122709
2014m6,1.271014
2014m7,1.244912
2014m8,.7974448
2014m9,.1202849
2014m10,-.537169
2014m11,-1.005219
2014m12,-1.169578
2015m1,-1.036548
2015m2,-.6627986
2015m3,-.0540505
2015m4,.6580399
2015m5,1.251577
2015m6,1.449705
2015m7,1.230005
2015m8,.7011276
2015m9,-.0524947
2015m10,-.7217285
2015m11,-1.154697
2015m12,-1.28812
2016m1,-1.157538
2016m2,-.7280466
2016m3,-.019829
2016m4,.8248509
