date,cat_family
2011m1,.2394042
2011m2,.124532
2011m3,.0473719
2011m4,-.2424354
2011m5,-.593324
2011m6,-.8359603
2011m7,-.6962669
2011m8,.0992053
2011m9,1.242883
2011m10,1.904834
2011m11,1.629621
2011m12,.9572492
2012m1,.4558299
2012m2,.1329698
2012m3,-.1561814
2012m4,-.4732114
2012m5,-.6991637
2012m6,-.9167989
2012m7,-.9144707
2012m8,-.3082134
2012m9,.7271516
2012m10,1.382955
2012m11,1.360588
2012m12,1.065241
2013m1,.9028381
2013m2,.8069528
2013m3,.705074
2013m4,.2461938
2013m5,-.3510556
2013m6,-.879378
2013m7,-.9488256
2013m8,-.3032049
2013m9,.6859115
2013m10,1.340903
2013m11,1.265325
2013m12,.7663939
2014m1,.1613693
2014m2,-.2162714
2014m3,-.2801796
2014m4,-.5000978
2014m5,-.9194975
2014m6,-1.323436
2014m7,-1.451407
2014m8,-.9507942
2014m9,-.1941836
2014m10,.2992623
2014m11,.3490747
2014m12,.1396173
2015m1,-.1239554
2015m2,-.3054203
2015m3,-.3944016
2015m4,-.6346614
2015m5,-1.091836
2015m6,-1.424654
2015m7,-1.42464
2015m8,-.8678352
2015m9,-.0975727
2015m10,.4211606
2015m11,.515743
2015m12,.3593119
2016m1,.1725419
2016m2,.0169148
2016m3,-.0112312
2016m4,.0061422
