date,cat_civic_engagement
2008m1,.3239885
2008m2,.4951957
2008m3,.4855472
2008m4,.2711219
2008m5,-.2922713
2008m6,-.7658578
2008m7,-.7796559
2008m8,-.1025696
2008m9,.9792705
2008m10,1.456386
2008m11,1.22535
2008m12,.6615553
2009m1,.5191969
2009m2,.739475
2009m3,.682074
2009m4,.4346165
2009m5,-.1370813
2009m6,-.5460153
2009m7,-.4529189
2009m8,.2641677
2009m9,1.371186
2009m10,1.865411
2009m11,1.714731
2009m12,1.226593
2010m1,1.198171
2010m2,1.510198
2010m3,1.747697
2010m4,1.612183
2010m5,.9509631
2010m6,.1435952
2010m7,-.2984329
2010m8,-.0928278
2010m9,.3975212
2010m10,.5033696
2010m11,.3879433
2010m12,.117978
2011m1,.0344309
2011m2,.0977329
2011m3,-.0207222
2011m4,-.2690078
2011m5,-.6395703
2011m6,-1.030047
2011m7,-1.103815
2011m8,-.6425882
2011m9,.1140443
2011m10,.4792566
2011m11,.3627802
2011m12,-.1123805
2012m1,-.3014098
2012m2,-.3048453
2012m3,-.3634717
2012m4,-.5046095
2012m5,-.8537551
2012m6,-1.246918
2012m7,-1.312224
2012m8,-.9216527
2012m9,-.2817411
2012m10,.0705303
2012m11,.1060378
2012m12,-.0883483
2013m1,-.1331712
2013m2,-.0970792
2013m3,-.2969647
2013m4,-.6160024
2013m5,-1.050354
2013m6,-1.407845
2013m7,-1.333951
2013m8,-.8021445
2013m9,-.007727
2013m10,.4364211
2013m11,.3052455
2013m12,-.2124924
2014m1,-.4626446
2014m2,-.3971264
2014m3,-.3847787
2014m4,-.5127777
2014m5,-.8997312
2014m6,-1.322882
2014m7,-1.405619
2014m8,-.9413752
2014m9,-.1487966
2014m10,.2186695
2014m11,.1295875
2014m12,-.1025905
2015m1,-.0553284
2015m2,.2124622
2015m3,.3712928
2015m4,.1944402
2015m5,-.3573022
2015m6,-.9786077
2015m7,-1.161171
2015m8,-.7197651
2015m9,.1995016
2015m10,.739646
2015m11,.6675173
2015m12,.2549016
2016m1,.1566706
2016m2,.3476453
2016m3,.3293997
2016m4,.1592655
