date,cat_family
2008m1,-2.023448
2008m2,-2.052652
2008m3,-2.103738
2008m4,-2.250865
2008m5,-2.467731
2008m6,-2.524622
2008m7,-2.314781
2008m8,-1.758495
2008m9,-.9886247
2008m10,-.5860437
2008m11,-.6578718
2008m12,-.8734669
2009m1,-1.051216
2009m2,-.9945799
2009m3,-.9836199
2009m4,-1.147432
2009m5,-1.179717
2009m6,-1.048406
2009m7,-.6796402
2009m8,-.1082182
2009m9,.5148947
2009m10,.8562111
2009m11,.8111191
2009m12,.4917355
2010m1,.1493912
2010m2,.1631139
2010m3,.4105322
2010m4,.533427
2010m5,.4381125
2010m6,.2397431
2010m7,.1331681
2010m8,.4058059
2010m9,.9179751
2010m10,1.270396
2010m11,1.14982
2010m12,.7026194
2011m1,.2842243
2011m2,.0793145
2011m3,-.014842
2011m4,-.1577089
2011m5,-.3214202
2011m6,-.3442545
2011m7,-.1052189
2011m8,.410903
2011m9,1.118709
2011m10,1.607509
2011m11,1.484785
2011m12,1.131457
2012m1,.8029699
2012m2,.5665986
2012m3,.3827285
2012m4,.1750491
2012m5,-.0715379
2012m6,-.2173186
2012m7,-.0630073
2012m8,.4020824
2012m9,.983418
2012m10,1.318062
2012m11,1.275306
2012m12,1.033158
2013m1,.7430468
2013m2,.51803
2013m3,.37326
2013m4,.1839437
2013m5,-.0502917
2013m6,-.2389366
2013m7,-.1266139
2013m8,.3785128
2013m9,1.081245
2013m10,1.449158
2013m11,1.224618
2013m12,.6876919
2014m1,.1583759
2014m2,-.1699951
2014m3,-.2872767
2014m4,-.4195439
2014m5,-.5729159
2014m6,-.5839475
2014m7,-.4670529
2014m8,-.065144
2014m9,.4811231
2014m10,.8016258
2014m11,.6545499
2014m12,.2642472
2015m1,-.071395
2015m2,-.2335578
2015m3,-.320416
2015m4,-.5128722
2015m5,-.7120159
2015m6,-.6786122
2015m7,-.4214215
2015m8,.0844357
2015m9,.6330811
2015m10,.8874536
2015m11,.752735
2015m12,.4701316
2016m1,.2577122
2016m2,.1326519
2016m3,.1894918
2016m4,.3710254
