date,cat_personal_security
2011m1,-.39092
2011m2,-.4545447
2011m3,-.5799364
2011m4,-.6937364
2011m5,-.8399966
2011m6,-1.072076
2011m7,-1.135359
2011m8,-.9858453
2011m9,-.6886078
2011m10,-.6069107
2011m11,-.6014823
2011m12,-.6260021
2012m1,-.6943846
2012m2,-.7223716
2012m3,-.7277949
2012m4,-.736446
2012m5,-.7589918
2012m6,-.7614796
2012m7,-.6777682
2012m8,-.7713636
2012m9,-.7047528
2012m10,-.2926549
2012m11,.7084931
2012m12,2.044445
2013m1,2.292535
2013m2,1.56391
2013m3,1.024649
2013m4,.8256702
2013m5,.303183
2013m6,-.2291761
2013m7,-.4703504
2013m8,-.4842043
2013m9,-.3628658
2013m10,-.2976641
2013m11,-.3051774
2013m12,-.411434
2014m1,-.4573183
2014m2,-.3795678
2014m3,-.2083968
2014m4,-.0687706
2014m5,-.1092703
2014m6,-.2416007
2014m7,-.272454
2014m8,-.1702422
2014m9,.0173654
2014m10,.1950226
2014m11,.3461599
2014m12,.4602835
2015m1,.4626708
2015m2,.3029905
2015m3,.2459294
2015m4,.1938382
2015m5,.1011844
2015m6,.0420648
2015m7,-.0160201
2015m8,.0596422
2015m9,.4524178
2015m10,1.227229
2015m11,1.981291
2015m12,2.136412
2016m1,1.51322
2016m2,.8803383
2016m3,.51622
2016m4,.110774
