date,cat_family_stress
2011m1,.7611978
2011m2,.2790446
2011m3,.0714694
2011m4,.5991917
2011m5,1.358673
2011m6,1.724549
2011m7,1.752532
2011m8,1.209352
2011m9,.3708079
2011m10,-.2766168
2011m11,-.7633328
2011m12,-.8644187
2012m1,-.3951046
2012m2,-.2323031
2012m3,-.0447553
2012m4,.4135232
2012m5,.7504497
2012m6,.920334
2012m7,1.104754
2012m8,.9716696
2012m9,.4122257
2012m10,-.3019145
2012m11,-.8628994
2012m12,-.9348424
2013m1,-.5263366
2013m2,-.3076107
2013m3,-.2205755
2013m4,-.0731801
2013m5,.0819875
2013m6,.3425811
2013m7,.5780337
2013m8,.5373867
2013m9,.0373264
2013m10,-.5470169
2013m11,-1.090953
2013m12,-1.171776
2014m1,-.8529283
2014m2,-.6016441
2014m3,-.5523335
2014m4,-.3067077
2014m5,.095365
2014m6,.6156843
2014m7,.8490303
2014m8,.668645
2014m9,.1443339
2014m10,-.4969153
2014m11,-.9971419
2014m12,-1.032098
2015m1,-.8072493
2015m2,-.6823952
2015m3,-.3703697
2015m4,.1795153
2015m5,.704432
2015m6,1.221668
2015m7,1.459077
2015m8,.9734611
2015m9,.1341608
2015m10,-.6014796
2015m11,-1.118975
2015m12,-1.094903
2016m1,-.8250144
2016m2,-.8777718
2016m3,-.8600352
2016m4,-.6308628
