date,cat_housing
2011m1,.6958849
2011m2,.4008411
2011m3,.0424388
2011m4,-.2969114
2011m5,-.4301108
2011m6,-.1038096
2011m7,.487023
2011m8,1.236954
2011m9,1.393318
2011m10,1.1731
2011m11,.6607655
2011m12,.4567296
2012m1,.8405251
2012m2,1.19495
2012m3,1.208779
2012m4,1.146862
2012m5,1.231726
2012m6,1.404482
2012m7,1.300885
2012m8,.8945967
2012m9,.4689555
2012m10,.1001834
2012m11,-.2103944
2012m12,-.2749951
2013m1,.0165259
2013m2,.1120529
2013m3,.0273323
2013m4,.1906827
2013m5,.6496452
2013m6,1.09383
2013m7,.8756713
2013m8,.2185813
2013m9,-.4522925
2013m10,-1.052141
2013m11,-1.472309
2013m12,-1.532426
2014m1,-1.250754
2014m2,-1.0679
2014m3,-1.032195
2014m4,-1.034334
2014m5,-.9890183
2014m6,-.8939347
2014m7,-.9538504
2014m8,-1.118232
2014m9,-1.232037
2014m10,-1.295412
2014m11,-1.250354
2014m12,-.8051358
2015m1,-.0278845
2015m2,.3255944
2015m3,.4192024
2015m4,.432257
2015m5,.3586586
2015m6,.2977525
2015m7,.1643463
2015m8,-.1120358
2015m9,-.5457005
2015m10,-.9526193
2015m11,-1.17819
2015m12,-1.027844
2016m1,-.504986
2016m2,.0373047
2016m3,.4864383
2016m4,1.052933
