date,cat_healthy_habits
2008m1,-.5045952
2008m2,-.7666787
2008m3,-1.029683
2008m4,-1.433475
2008m5,-1.86045
2008m6,-1.942191
2008m7,-1.806938
2008m8,-1.718936
2008m9,-1.638518
2008m10,-1.430282
2008m11,-1.218974
2008m12,-.8054793
2009m1,-.2969215
2009m2,-.2197658
2009m3,-.3173301
2009m4,-.4752117
2009m5,-.5418212
2009m6,-.5746127
2009m7,-.6100609
2009m8,-.5530555
2009m9,-.3734273
2009m10,.0355386
2009m11,.4533668
2009m12,.9893308
2010m1,1.694094
2010m2,2.052569
2010m3,2.098044
2010m4,1.898308
2010m5,1.344668
2010m6,.83528
2010m7,.6253229
2010m8,.301731
2010m9,.1234995
2010m10,.0462022
2010m11,.1616748
2010m12,.444463
2011m1,.6941114
2011m2,.4184878
2011m3,.1210982
2011m4,.2034105
2011m5,.3464254
2011m6,.3010266
2011m7,-.1503299
2011m8,-.5650686
2011m9,-.8300828
2011m10,-1.022087
2011m11,-.859588
2011m12,-.3435992
2012m1,.3405993
2012m2,.6123342
2012m3,.5880427
2012m4,.4354196
2012m5,.2971857
2012m6,.2486003
2012m7,.1088942
2012m8,-.1706047
2012m9,-.5721606
2012m10,-.8575841
2012m11,-.8504604
2012m12,-.4027593
2013m1,.4632245
2013m2,.9802959
2013m3,1.149239
2013m4,1.134215
2013m5,.8764855
2013m6,.5261543
2013m7,.3780319
2013m8,.0858576
2013m9,-.1351763
2013m10,-.2788493
2013m11,-.3143146
2013m12,-.1240774
2014m1,.4898879
2014m2,.731303
2014m3,.7110611
2014m4,.6307418
2014m5,.3273073
2014m6,.0464621
2014m7,-.2409109
2014m8,-.7373039
2014m9,-.9632369
2014m10,-1.063446
2014m11,-.9357441
2014m12,-.3815528
2015m1,.4298828
2015m2,.7856415
2015m3,1.06195
2015m4,1.08773
2015m5,.8596577
2015m6,.646495
2015m7,.2660603
2015m8,-.1439807
2015m9,-.5214202
2015m10,-.8058181
2015m11,-.8089731
2015m12,-.3618504
2016m1,.4745523
2016m2,.8767775
2016m3,.9292477
2016m4,.7913952
