date,cat_personal_security
2008m1,-.7140174
2008m2,-.6485444
2008m3,-.5609121
2008m4,-.5890907
2008m5,-.6759807
2008m6,-.9873962
2008m7,-1.298279
2008m8,-1.397545
2008m9,-1.175628
2008m10,-.8255743
2008m11,-.4767572
2008m12,-.3209337
2009m1,-.1975435
2009m2,.0449523
2009m3,.1836662
2009m4,.1106089
2009m5,-.1253669
2009m6,-.4937226
2009m7,-.8549448
2009m8,-.8794013
2009m9,-.6625443
2009m10,-.2277687
2009m11,.0844785
2009m12,.2214818
2010m1,.3317565
2010m2,.3124678
2010m3,.3089901
2010m4,.2147453
2010m5,.0692445
2010m6,-.251529
2010m7,-.6899401
2010m8,-.9468806
2010m9,-.867708
2010m10,-.6646938
2010m11,-.5570779
2010m12,-.3654288
2011m1,-.0577004
2011m2,.0425752
2011m3,-.1408064
2011m4,-.3721842
2011m5,-.5051123
2011m6,-.6731416
2011m7,-.6969036
2011m8,-.668036
2011m9,-.5328082
2011m10,-.4475015
2011m11,-.3948136
2011m12,-.3306964
2012m1,-.2591704
2012m2,-.1510049
2012m3,-.1289128
2012m4,-.1612503
2012m5,-.1814888
2012m6,-.1075555
2012m7,-.029102
2012m8,-.2986613
2012m9,-.373365
2012m10,.1019396
2012m11,1.235308
2012m12,2.711772
2013m1,2.957309
2013m2,2.286206
2013m3,1.691285
2013m4,1.268412
2013m5,.5910056
2013m6,-.0356485
2013m7,-.3537707
2013m8,-.4767544
2013m9,-.5338187
2013m10,-.5013613
2013m11,-.4388864
2013m12,-.3732573
2014m1,-.237477
2014m2,-.0722621
2014m3,.0755652
2014m4,.1696751
2014m5,.1010525
2014m6,.0054338
2014m7,-.1706352
2014m8,-.152407
2014m9,-.0235694
2014m10,.1634232
2014m11,.196107
2014m12,.1919945
2015m1,.2517719
2015m2,.1462675
2015m3,.0033865
2015m4,-.1843845
2015m5,-.2539382
2015m6,-.2527773
2015m7,-.2596946
2015m8,-.1598931
2015m9,.4308648
2015m10,1.555786
2015m11,2.53435
2015m12,2.667538
2016m1,2.059923
2016m2,1.384064
2016m3,1.020931
2016m4,.719623
