date,cat_social_progress
2008m1,-.7598967
2008m2,-.3194252
2008m3,-.2103209
2008m4,-.312205
2008m5,-.7350811
2008m6,-1.126641
2008m7,-1.175475
2008m8,-.7908548
2008m9,-.2940776
2008m10,.0823299
2008m11,.0172424
2008m12,-.3922133
2009m1,-.4360909
2009m2,-.1011621
2009m3,.1109096
2009m4,-.0807814
2009m5,-.6995569
2009m6,-1.14546
2009m7,-.9911936
2009m8,-.3000626
2009m9,.5211205
2009m10,.9585804
2009m11,.9502609
2009m12,.4491496
2010m1,.306484
2010m2,.5486837
2010m3,.7608312
2010m4,.7588508
2010m5,.4692596
2010m6,.0082214
2010m7,-.2960151
2010m8,-.1667048
2010m9,.2143135
2010m10,.350612
2010m11,.2103039
2010m12,-.0344288
2011m1,-.0995311
2011m2,-.0945444
2011m3,-.2622573
2011m4,-.5535088
2011m5,-.8528187
2011m6,-1.068983
2011m7,-.9304239
2011m8,-.4151763
2011m9,.0302144
2011m10,.1660808
2011m11,.0722648
2011m12,-.123161
2012m1,-.1662632
2012m2,-.1169416
2012m3,-.1511654
2012m4,-.4286796
2012m5,-.9242025
2012m6,-1.385466
2012m7,-1.514337
2012m8,-1.12293
2012m9,-.4834876
2012m10,-.1213618
2012m11,-.304045
2012m12,-.7634725
2013m1,-.9358934
2013m2,-.7802882
2013m3,-.5787085
2013m4,-.5375997
2013m5,-.9688894
2013m6,-1.257336
2013m7,-1.062444
2013m8,-.4218504
2013m9,.3509226
2013m10,.6803272
2013m11,.5866039
2013m12,.2614248
2014m1,.1302777
2014m2,.138279
2014m3,-.0331661
2014m4,-.2877769
2014m5,-.6918728
2014m6,-.9957858
2014m7,-.8511656
2014m8,-.1240853
2014m9,.5815859
2014m10,.7995573
2014m11,.664791
2014m12,.5169938
2015m1,.5587566
2015m2,.9332021
2015m3,1.316826
2015m4,1.14251
2015m5,.487835
2015m6,.0707928
2015m7,.2178541
2015m8,.9388497
2015m9,1.759482
2015m10,2.043803
2015m11,1.852269
2015m12,1.523776
2016m1,1.527822
2016m2,1.723003
2016m3,1.87978
2016m4,2.104226
