date,cat_health_conditions
2011m1,-.1312963
2011m2,.5902365
2011m3,.8954391
2011m4,.7206823
2011m5,.1464782
2011m6,-.254297
2011m7,-.455481
2011m8,-.3163224
2011m9,.2513918
2011m10,.4728502
2011m11,.5393069
2011m12,.4514318
2012m1,.6694497
2012m2,1.143561
2012m3,1.375309
2012m4,1.034838
2012m5,.2620463
2012m6,-.3388675
2012m7,-.4989194
2012m8,-.1957056
2012m9,.3440722
2012m10,.6212313
2012m11,.4309972
2012m12,.0848186
2013m1,.0285895
2013m2,.0529594
2013m3,-.107844
2013m4,-.3028843
2013m5,-.8653402
2013m6,-1.168707
2013m7,-1.075549
2013m8,-.8083751
2013m9,-.4232181
2013m10,-.2861441
2013m11,-.551086
2013m12,-.8820409
2014m1,-.7289602
2014m2,-.3860884
2014m3,-.1519342
2014m4,-.1142645
2014m5,-.4332346
2014m6,-.6612899
2014m7,-.6565694
2014m8,-.5636187
2014m9,-.5858665
2014m10,-.7075006
2014m11,-.902734
2014m12,-1.099653
2015m1,-1.032772
2015m2,-.9063632
2015m3,-.8596536
2015m4,-.9303222
2015m5,-1.098733
2015m6,-.9005
2015m7,-.2406383
2015m8,.5312285
2015m9,1.226777
2015m10,1.320652
2015m11,1.017533
2015m12,.7524937
2016m1,.9248972
2016m2,1.37642
2016m3,1.871876
2016m4,2.485205
